NodeNumber,xDisp,yDisp,zDisp
2023483,4.2394019e+02,-7.4300018e+01,-9.9299988e+01
2023484,4.2506982e+02,-7.3259995e+01,-9.5440002e+01
2023485,4.2876978e+02,-6.8779999e+01,-9.1959991e+01
2023486,4.3176978e+02,-6.5420013e+01,-8.9170013e+01
2023487,4.3447998e+02,-6.1139984e+01,-8.5659973e+01
2023488,4.3840015e+02,-5.7600006e+01,-8.2569977e+01
2023489,4.4232983e+02,-5.2839996e+01,-7.8569977e+01
2023490,4.4654004e+02,-4.9709991e+01,-7.4899994e+01
2023491,4.5029028e+02,-4.5489990e+01,-7.0830017e+01
2023492,4.5411011e+02,-4.2410004e+01,-6.6959961e+01
2023493,4.1908984e+02,-7.4459991e+01,-9.7140015e+01
2023494,4.2524023e+02,-6.8369995e+01,-9.2970001e+01
2023495,4.2838989e+02,-6.4779999e+01,-8.9820007e+01
2023496,4.3228003e+02,-5.9770020e+01,-8.5880005e+01
2023497,4.3658984e+02,-5.5140015e+01,-8.2419983e+01
2023498,4.4061987e+02,-4.9750000e+01,-7.8309998e+01
2023499,4.4477026e+02,-4.6240021e+01,-7.5049988e+01
2023500,4.4787012e+02,-4.2059998e+01,-7.1149994e+01
2023501,4.5139014e+02,-3.9179993e+01,-6.7850006e+01
2023502,4.5488989e+02,-3.5160004e+01,-6.3950012e+01
2023503,4.2313013e+02,-6.6929993e+01,-9.3669983e+01
2023504,4.2650024e+02,-6.2660004e+01,-8.9850006e+01
2023505,4.3065991e+02,-5.7700012e+01,-8.6119995e+01
2023506,4.3428979e+02,-5.4000000e+01,-8.2809998e+01
2023507,4.3781982e+02,-4.9059998e+01,-7.8820007e+01
2023508,4.4125000e+02,-4.4920013e+01,-7.6269989e+01
2023509,4.4403979e+02,-4.1070007e+01,-7.1929993e+01
2023510,4.4710986e+02,-3.8429993e+01,-6.9220001e+01
2023511,4.5014990e+02,-3.4229980e+01,-6.5330017e+01
2023512,4.5202026e+02,-3.3239990e+01,-6.2229980e+01
2023513,3.3922998e+02,-5.8370026e+01,-1.0138000e+02
2023514,3.7640967e+02,-5.4600006e+01,-1.0373001e+02
2023515,4.0643994e+02,-6.0649994e+01,-1.0353000e+02
2023516,4.1984033e+02,-7.1350006e+01,-1.0232001e+02
2023517,3.3760986e+02,-5.5380005e+01,-1.0120001e+02
2023518,3.7510986e+02,-5.6420013e+01,-1.0348999e+02
2023519,4.1094971e+02,-6.1489990e+01,-1.0325000e+02
2023520,4.1971973e+02,-7.7910004e+01,-1.0310001e+02
2023521,3.3917969e+02,-4.7890015e+01,-1.0047000e+02
2023522,3.7862988e+02,-5.0339996e+01,-1.0125000e+02
2023523,4.1092041e+02,-6.3420013e+01,-1.0569998e+02
2023524,4.1531982e+02,-7.4299988e+01,-1.0028000e+02
2023525,2.6617969e+02,1.0609985e+01,-6.2919983e+01
2023526,2.5641016e+02,2.0640015e+01,-5.7250000e+01
2023527,2.4654980e+02,2.4369995e+01,-5.4919983e+01
2023528,2.4452002e+02,3.2910004e+01,-5.4539978e+01
2023529,2.4668994e+02,3.3519989e+01,-5.7529999e+01
2023530,2.4102002e+02,4.3660004e+01,-5.0750000e+01
2023531,2.6806982e+02,2.3199768e+00,-5.7869995e+01
2023532,2.6856982e+02,-1.5599976e+00,-5.7729980e+01
2023533,2.7543018e+02,-1.3000488e-01,-5.5250000e+01
2023534,2.6502002e+02,5.0099792e+00,-7.2830017e+01
2023535,2.7754004e+02,1.0929993e+01,-7.9910004e+01
2023536,2.7508008e+02,-3.5998535e-01,-7.8059998e+01
2023537,3.7867969e+02,-5.1130005e+01,-8.9140015e+01
2023538,3.8382007e+02,-5.3679993e+01,-8.1639984e+01
2023539,3.9573022e+02,-4.8609985e+01,-7.0739990e+01
2023540,4.0337012e+02,-4.4639984e+01,-6.7139984e+01
2023541,4.0785010e+02,-4.2019989e+01,-6.4059998e+01
2023542,4.1127026e+02,-4.1959991e+01,-5.8480011e+01
2023543,4.1393018e+02,-4.1220001e+01,-5.6220001e+01
2023544,4.1625000e+02,-4.1410004e+01,-5.0829987e+01
2023545,4.2068994e+02,-4.0009979e+01,-4.5770020e+01
2023546,4.2403003e+02,-4.0899994e+01,-3.9510010e+01
2023547,3.6928979e+02,-5.5029999e+01,-9.1720001e+01
2023548,3.8501978e+02,-5.1059998e+01,-7.8329987e+01
2023549,4.0576978e+02,-4.9100006e+01,-6.8460022e+01
2023550,4.1116992e+02,-4.3709991e+01,-6.1299988e+01
2023551,4.1375977e+02,-4.2320007e+01,-5.7369995e+01
2023552,4.1718970e+02,-4.2869995e+01,-5.2670013e+01
2023553,4.1682983e+02,-4.1909973e+01,-5.0710022e+01
2023554,4.1925000e+02,-4.1199982e+01,-4.8370026e+01
2023555,4.2103979e+02,-4.0920013e+01,-4.3929993e+01
2023556,4.2483008e+02,-4.0559998e+01,-3.8779999e+01
2023557,3.6249976e+02,-5.5910004e+01,-9.0319977e+01
2023558,3.7897021e+02,-5.4170013e+01,-7.9869995e+01
2023559,3.9965967e+02,-4.8459991e+01,-6.7850006e+01
2023560,4.1692993e+02,-4.4959991e+01,-5.6290009e+01
2023561,4.1952026e+02,-4.3670013e+01,-5.2450012e+01
2023562,4.1868994e+02,-4.3209991e+01,-4.9349976e+01
2023563,4.2035010e+02,-4.2279999e+01,-4.8690002e+01
2023564,4.2086011e+02,-4.1599976e+01,-4.5880005e+01
2023565,4.2370996e+02,-4.1229980e+01,-4.2350006e+01
2023566,4.2655005e+02,-4.0769989e+01,-3.7139984e+01
2023567,3.5761987e+02,-5.7000000e+01,-9.4269989e+01
2023568,3.7718994e+02,-5.3790009e+01,-8.1649994e+01
2023569,3.9690991e+02,-5.0000000e+01,-7.1980011e+01
2023570,4.1213013e+02,-4.5339996e+01,-6.2619995e+01
2023571,4.1909009e+02,-4.4819977e+01,-5.2270020e+01
2023572,4.2067993e+02,-4.3459991e+01,-5.0950012e+01
2023573,4.2051001e+02,-4.2220001e+01,-4.8399994e+01
2023574,4.2231982e+02,-4.1869995e+01,-4.6250000e+01
2023575,4.2513989e+02,-4.1260010e+01,-4.1399994e+01
2023576,4.2796021e+02,-4.1000000e+01,-3.7610016e+01
2023577,3.8278003e+02,-5.2269989e+01,-9.0350006e+01
2023578,3.8801001e+02,-5.5140015e+01,-8.2809998e+01
2023579,3.9520020e+02,-5.2940002e+01,-7.5700012e+01
2023580,4.0151001e+02,-4.9040009e+01,-7.1029999e+01
2023581,4.0749023e+02,-4.5290009e+01,-6.6890015e+01
2023582,4.1070020e+02,-4.6760010e+01,-6.2500000e+01
2023583,4.1472998e+02,-4.3190002e+01,-5.6889984e+01
2023584,4.1940991e+02,-4.1260010e+01,-5.2009979e+01
2023585,4.2329980e+02,-4.0470001e+01,-4.5689972e+01
2023586,4.2803003e+02,-4.0410004e+01,-4.0510010e+01
2023587,4.0203027e+02,-6.1389984e+01,-9.4410004e+01
2023588,4.0600977e+02,-6.1309998e+01,-8.8349976e+01
2023589,4.1091016e+02,-5.7800018e+01,-8.3089996e+01
2023590,4.1542993e+02,-5.6160004e+01,-7.7830017e+01
2023591,4.2006006e+02,-5.1000000e+01,-7.3110016e+01
2023592,4.2523022e+02,-4.6250000e+01,-7.0309998e+01
2023593,4.2895996e+02,-4.2209991e+01,-6.5319977e+01
2023594,4.3323999e+02,-4.0250000e+01,-6.1659973e+01
2023595,4.3720996e+02,-3.6029999e+01,-5.7369995e+01
2023596,4.4188013e+02,-3.4839996e+01,-5.3549988e+01
2023597,4.3479028e+02,-3.7290009e+01,-4.5689972e+01
2023598,4.3094019e+02,-3.9190002e+01,-5.1549988e+01
2023599,4.2635010e+02,-4.1000000e+01,-5.6029999e+01
2023600,4.2213013e+02,-4.4640015e+01,-6.1099976e+01
2023601,4.1741016e+02,-4.6660004e+01,-6.5140015e+01
2023602,4.1241992e+02,-5.3150024e+01,-6.9919983e+01
2023603,4.0685986e+02,-5.7890015e+01,-7.3709991e+01
2023604,4.0202002e+02,-5.9980011e+01,-7.9890015e+01
2023605,3.9763989e+02,-6.0299988e+01,-8.6339996e+01
2023606,3.9254004e+02,-5.6570007e+01,-9.2420013e+01
2023607,4.2704004e+02,-4.0330017e+01,-3.4289978e+01
2023608,4.3061987e+02,-4.0089996e+01,-2.8639984e+01
2023609,4.3369019e+02,-3.9580017e+01,-2.3059998e+01
2023610,4.3788989e+02,-3.9009979e+01,-1.6190002e+01
2023611,4.4281982e+02,-3.7720001e+01,-7.5700073e+00
2023612,4.5327026e+02,-3.5739990e+01,5.3999939e+00
2023613,4.6438989e+02,-3.5020020e+01,1.6369995e+01
2023614,4.3119019e+02,-4.1809998e+01,-3.5960022e+01
2023615,4.3495996e+02,-4.1240021e+01,-3.0949982e+01
2023616,4.4009009e+02,-3.9949982e+01,-2.5020020e+01
2023617,4.4410010e+02,-4.0149994e+01,-1.9679993e+01
2023618,4.4954004e+02,-4.1079987e+01,-1.3080017e+01
2023619,4.5444995e+02,-4.2890015e+01,-6.2799988e+00
2023620,4.6358032e+02,-4.1850006e+01,2.5900269e+00
2023621,4.4670972e+02,-3.5540009e+01,-4.7859985e+01
2023622,4.5102979e+02,-3.6960022e+01,-4.2529999e+01
2023623,4.5918994e+02,-3.3839996e+01,-3.8460022e+01
2023624,4.6575000e+02,-3.7559998e+01,-3.2380005e+01
2023625,4.7343994e+02,-4.3629974e+01,-2.5160004e+01
2023626,4.7963013e+02,-4.9389984e+01,-1.8080017e+01
2023627,4.8323022e+02,-5.3740021e+01,-1.2730011e+01
2023628,4.3932007e+02,-4.0349976e+01,-4.1429993e+01
2023629,4.4446997e+02,-4.3990021e+01,-3.6920013e+01
2023630,4.4867017e+02,-4.1800018e+01,-3.1849976e+01
2023631,4.5461011e+02,-3.8600006e+01,-2.5150024e+01
2023632,4.6175024e+02,-4.6369995e+01,-2.0000000e+01
2023633,4.7224976e+02,-5.6180023e+01,-1.5959991e+01
2023634,4.8027979e+02,-6.2670013e+01,-1.0470001e+01
2023635,2.4529980e+02,3.3000000e+01,-5.2980011e+01
2023636,2.5337012e+02,2.3190002e+01,-3.4350006e+01
2023637,2.7695020e+02,2.7309998e+01,-5.1790009e+01
2023638,2.8485010e+02,1.5250000e+01,-6.2559998e+01
2023639,2.9060986e+02,1.1639984e+01,-7.1220001e+01
2023640,2.9772998e+02,5.7000732e-01,-7.8489990e+01
2023641,3.0949023e+02,-2.5800171e+00,-8.5869995e+01
2023642,2.4411963e+02,2.8559998e+01,-3.7039978e+01
2023643,2.5072998e+02,3.0460022e+01,-3.6250000e+01
2023644,2.6175000e+02,1.9649994e+01,-5.0549988e+01
2023645,2.7739990e+02,1.8339996e+01,-6.6100006e+01
2023646,2.8194971e+02,6.9800110e+00,-7.1579987e+01
2023647,2.9052002e+02,2.8799744e+00,-8.4489990e+01
2023648,2.9489014e+02,-9.2200012e+00,-8.9819977e+01
2023649,2.4483984e+02,3.4589996e+01,-2.9779999e+01
2023650,2.4661035e+02,2.5489990e+01,-4.3110016e+01
2023651,2.5820020e+02,2.2669983e+01,-5.4619995e+01
2023652,2.6457959e+02,1.3739990e+01,-6.4819977e+01
2023653,2.7227002e+02,6.3999939e+00,-7.2809998e+01
2023654,2.7602002e+02,-5.2099915e+00,-7.7470001e+01
2023655,2.8297021e+02,-1.8720001e+01,-7.6350006e+01
2023656,2.4099023e+02,2.9519989e+01,-4.0729980e+01
2023657,2.5095020e+02,2.6709991e+01,-4.8779999e+01
2023658,2.4992969e+02,1.9889984e+01,-5.7420013e+01
2023659,2.5650000e+02,1.3080017e+01,-6.6230011e+01
2023660,2.5767969e+02,-1.8002319e-01,-6.7050018e+01
2023661,2.6439014e+02,-1.1040009e+01,-7.1609985e+01
2023662,2.6847998e+02,-2.4199982e+01,-7.0809998e+01
2023663,2.4519971e+02,4.5910004e+01,-4.2449982e+01
2023664,2.6201025e+02,2.2929993e+01,-4.4029999e+01
2023665,2.7988037e+02,1.5680023e+01,-5.7339996e+01
2023666,2.8291016e+02,1.6599976e+01,-6.4250000e+01
2023667,2.8812988e+02,7.7399902e+00,-7.2059998e+01
2023668,2.9256006e+02,5.7900085e+00,-8.0519989e+01
2023669,3.0384033e+02,-6.6900024e+00,-8.8570007e+01
2023670,2.5247021e+02,2.8349976e+01,-5.0399994e+01
2023671,2.2916992e+02,4.4179993e+01,-5.2870026e+01
2023672,3.5155957e+02,-1.4020020e+01,-9.0399994e+01
2023673,3.6301025e+02,-2.9040009e+01,-9.9039993e+01
2023674,3.6929980e+02,-3.7380005e+01,-9.7299988e+01
2023675,3.7394043e+02,-4.5679993e+01,-9.4369980e+01
2023676,3.6320996e+02,-4.9700012e+01,-9.9610001e+01
2023677,3.5787988e+02,-4.3729980e+01,-1.0257001e+02
2023678,3.4840967e+02,-3.4380005e+01,-9.3550003e+01
2023679,3.3241016e+02,-3.5779999e+01,-8.0549988e+01
2023680,3.5208984e+02,-5.6049988e+01,-1.0468999e+02
2023681,3.4827979e+02,-4.7479980e+01,-1.0647000e+02
2023682,3.3938037e+02,-4.0299988e+01,-9.6089981e+01
2023683,3.2193994e+02,-4.0350006e+01,-7.7190002e+01
2023684,3.1324023e+02,-4.5700012e+01,-8.2730011e+01
2023685,3.2929004e+02,-4.5660004e+01,-9.4899994e+01
2023686,3.3795996e+02,-5.1920013e+01,-1.0678998e+02
2023687,3.4554004e+02,-5.7130005e+01,-1.0337999e+02
2023688,3.4814990e+02,-1.8859985e+01,-9.2600006e+01
2023689,3.6697998e+02,-2.9850006e+01,-9.9750000e+01
2023690,3.7222998e+02,-3.8899994e+01,-9.8230011e+01
2023691,3.7836963e+02,-4.5820007e+01,-9.4420013e+01
2023692,3.4630029e+02,-3.2809998e+01,-9.7189972e+01
2023693,3.7750977e+02,-3.9990021e+01,-1.0047998e+02
2023694,3.9308008e+02,-5.3440002e+01,-1.0500000e+02
2023695,3.9864014e+02,-5.9150024e+01,-1.0105002e+02
2023696,3.8820020e+02,-5.2289978e+01,-9.7709991e+01
2023697,3.8352979e+02,-4.5400024e+01,-1.0214001e+02
2023698,3.7318018e+02,-3.6100006e+01,-1.0056998e+02
2023699,3.4468018e+02,-2.8470001e+01,-9.5660004e+01
2023700,2.7585986e+02,6.6700134e+00,-7.6929993e+01
2023701,2.6943994e+02,-2.3899841e+00,-7.0019989e+01
2023702,2.6535986e+02,7.6699829e+00,-5.6069977e+01
2023703,2.6629980e+02,-1.3450012e+01,-7.9070007e+01
