NodeNumber,xDisp,yDisp,zDisp
2023483,4.3699976e+02,-6.4200012e+01,-1.2925000e+02
2023484,4.4208984e+02,-6.1690002e+01,-1.2434000e+02
2023485,4.4471021e+02,-5.9570007e+01,-1.2013000e+02
2023486,4.4916968e+02,-5.6640015e+01,-1.1570001e+02
2023487,4.5251025e+02,-5.2979980e+01,-1.1131998e+02
2023488,4.5761011e+02,-4.9900024e+01,-1.0681000e+02
2023489,4.6209985e+02,-4.5369995e+01,-1.0190997e+02
2023490,4.6731982e+02,-4.2879974e+01,-9.6799988e+01
2023491,4.7192017e+02,-3.8649994e+01,-9.1500000e+01
2023492,4.7692993e+02,-3.5839996e+01,-8.6089966e+01
2023493,4.3245020e+02,-6.3679993e+01,-1.2638000e+02
2023494,4.3778027e+02,-5.8510010e+01,-1.2128000e+02
2023495,4.4313989e+02,-5.5179993e+01,-1.1663998e+02
2023496,4.4777026e+02,-5.0720001e+01,-1.1175000e+02
2023497,4.5362988e+02,-4.6269989e+01,-1.0672000e+02
2023498,4.5865015e+02,-4.1169983e+01,-1.0165002e+02
2023499,4.6411987e+02,-3.7929993e+01,-9.7019989e+01
2023500,4.6833008e+02,-3.3649994e+01,-9.1779999e+01
2023501,4.7318994e+02,-3.1089996e+01,-8.7089996e+01
2023502,4.7800024e+02,-2.6799988e+01,-8.1910004e+01
2023503,4.3219019e+02,-5.6369995e+01,-1.2203998e+02
2023504,4.3761987e+02,-5.2880005e+01,-1.1720999e+02
2023505,4.4248999e+02,-4.7970001e+01,-1.1222000e+02
2023506,4.4798999e+02,-4.4590027e+01,-1.0750000e+02
2023507,4.5233984e+02,-4.0420013e+01,-1.0247998e+02
2023508,4.5768994e+02,-3.5890015e+01,-9.8639984e+01
2023509,4.6186011e+02,-3.2080017e+01,-9.2820007e+01
2023510,4.6664990e+02,-2.9190002e+01,-8.8690002e+01
2023511,4.7097021e+02,-2.4769989e+01,-8.3480011e+01
2023512,4.7442993e+02,-2.3670013e+01,-7.8880005e+01
2023513,3.4681006e+02,-4.8100006e+01,-1.3098999e+02
2023514,3.8481006e+02,-4.4270020e+01,-1.3574002e+02
2023515,4.1583008e+02,-4.7640015e+01,-1.3660001e+02
2023516,4.3343018e+02,-5.8500000e+01,-1.3460001e+02
2023517,3.4447998e+02,-4.4230011e+01,-1.3093002e+02
2023518,3.8087012e+02,-4.6610016e+01,-1.3469998e+02
2023519,4.1964990e+02,-4.9519989e+01,-1.3653000e+02
2023520,4.2964014e+02,-6.6190002e+01,-1.3426999e+02
2023521,3.4604004e+02,-3.4440002e+01,-1.2831998e+02
2023522,3.8440967e+02,-3.9410004e+01,-1.3242999e+02
2023523,4.1598047e+02,-5.2730011e+01,-1.3831998e+02
2023524,4.2375977e+02,-6.3529999e+01,-1.3101001e+02
2023525,2.7183008e+02,2.9940002e+01,-7.8429993e+01
2023526,2.6303027e+02,3.8260010e+01,-7.1550018e+01
2023527,2.6102002e+02,4.1049988e+01,-7.3350006e+01
2023528,2.4045996e+02,4.9250000e+01,-6.7939972e+01
2023529,2.5182959e+02,5.3320007e+01,-7.1529999e+01
2023530,2.4897021e+02,6.0159973e+01,-6.5910004e+01
2023531,2.7570996e+02,2.0479980e+01,-7.4130005e+01
2023532,2.8685010e+02,1.3500000e+01,-8.0299988e+01
2023533,2.9083008e+02,1.4220001e+01,-7.4929993e+01
2023534,2.7602979e+02,1.3109985e+01,-9.0440002e+01
2023535,2.9147021e+02,1.9179993e+01,-1.0051999e+02
2023536,2.8954004e+02,1.0029999e+01,-9.6419983e+01
2023537,3.7693994e+02,-3.9570007e+01,-1.1336002e+02
2023538,3.8190991e+02,-4.2429993e+01,-1.0428999e+02
2023539,3.9482983e+02,-3.8199982e+01,-9.2880005e+01
2023540,4.0366992e+02,-3.4509979e+01,-8.6799988e+01
2023541,4.1072998e+02,-3.2169983e+01,-8.0570007e+01
2023542,4.1629028e+02,-3.2459991e+01,-7.2850006e+01
2023543,4.2108008e+02,-3.1860016e+01,-6.7829987e+01
2023544,4.2543994e+02,-3.1949982e+01,-6.0390015e+01
2023545,4.3214990e+02,-3.0679993e+01,-5.3490021e+01
2023546,4.3803979e+02,-3.1410004e+01,-4.4799988e+01
2023547,3.6493970e+02,-4.3440002e+01,-1.1343001e+02
2023548,3.8411987e+02,-4.0390015e+01,-1.0023999e+02
2023549,4.0486987e+02,-3.8820007e+01,-8.9960022e+01
2023550,4.1316016e+02,-3.3899994e+01,-8.1449982e+01
2023551,4.1710986e+02,-3.2339996e+01,-7.6019989e+01
2023552,4.2317017e+02,-3.3139984e+01,-6.8100006e+01
2023553,4.2469995e+02,-3.2619995e+01,-6.2800018e+01
2023554,4.2900000e+02,-3.1750000e+01,-5.8290009e+01
2023555,4.3296021e+02,-3.1570007e+01,-5.1410004e+01
2023556,4.3927002e+02,-3.1070007e+01,-4.4299988e+01
2023557,3.5918970e+02,-4.4880005e+01,-1.1090999e+02
2023558,3.7718018e+02,-4.3080017e+01,-9.9929993e+01
2023559,4.0065967e+02,-3.8100006e+01,-8.8529999e+01
2023560,4.1965015e+02,-3.5179993e+01,-7.7059998e+01
2023561,4.2356030e+02,-3.3720001e+01,-7.1799988e+01
2023562,4.2447998e+02,-3.3559998e+01,-6.5839996e+01
2023563,4.2766016e+02,-3.2619995e+01,-6.2510010e+01
2023564,4.3028979e+02,-3.2169983e+01,-5.6740021e+01
2023565,4.3537012e+02,-3.1660004e+01,-5.1049988e+01
2023566,4.4009009e+02,-3.1239990e+01,-4.3799988e+01
2023567,3.5323999e+02,-4.5819977e+01,-1.1335999e+02
2023568,3.7601025e+02,-4.2899994e+01,-1.0156000e+02
2023569,3.9709985e+02,-3.9660004e+01,-9.1890015e+01
2023570,4.1426978e+02,-3.5169983e+01,-8.2450012e+01
2023571,4.2330981e+02,-3.4909973e+01,-7.0980011e+01
2023572,4.2572974e+02,-3.3679993e+01,-6.8080017e+01
2023573,4.2727026e+02,-3.2700012e+01,-6.3010010e+01
2023574,4.3099023e+02,-3.2300018e+01,-5.8190002e+01
2023575,4.3604028e+02,-3.1670013e+01,-5.1270020e+01
2023576,4.4096997e+02,-3.1300018e+01,-4.5459991e+01
2023577,3.8073999e+02,-3.9809998e+01,-1.1427000e+02
2023578,3.8844995e+02,-4.3100006e+01,-1.0572000e+02
2023579,3.9583008e+02,-4.1960022e+01,-9.6920013e+01
2023580,4.0434009e+02,-3.8500000e+01,-8.9809998e+01
2023581,4.1135986e+02,-3.5239990e+01,-8.3309998e+01
2023582,4.1683008e+02,-3.7679993e+01,-7.6429993e+01
2023583,4.2287012e+02,-3.3890015e+01,-6.9079987e+01
2023584,4.2990991e+02,-3.2029999e+01,-6.2089996e+01
2023585,4.3594971e+02,-3.1020020e+01,-5.3889984e+01
2023586,4.4340991e+02,-3.1260010e+01,-4.6589996e+01
2023587,4.0443994e+02,-4.8929993e+01,-1.2077002e+02
2023588,4.1118018e+02,-4.9569977e+01,-1.1372998e+02
2023589,4.1712012e+02,-4.6570007e+01,-1.0681000e+02
2023590,4.2374976e+02,-4.5410004e+01,-1.0027002e+02
2023591,4.2972998e+02,-4.0880005e+01,-9.3860016e+01
2023592,4.3642017e+02,-3.7209991e+01,-8.9000000e+01
2023593,4.4187988e+02,-3.2619995e+01,-8.2639984e+01
2023594,4.4853979e+02,-3.0450012e+01,-7.7559998e+01
2023595,4.5422021e+02,-2.6190002e+01,-7.1970001e+01
2023596,4.6130005e+02,-2.5179993e+01,-6.6559998e+01
2023597,4.5221021e+02,-2.7899994e+01,-5.5029999e+01
2023598,4.4623022e+02,-2.9729980e+01,-6.2699982e+01
2023599,4.3914990e+02,-3.1679993e+01,-6.9029999e+01
2023600,4.3298999e+02,-3.5670013e+01,-7.5609985e+01
2023601,4.2625000e+02,-3.7410004e+01,-8.1640015e+01
2023602,4.1998975e+02,-4.2640015e+01,-8.8379974e+01
2023603,4.1272021e+02,-4.6090027e+01,-9.4459991e+01
2023604,4.0652979e+02,-4.7540009e+01,-1.0227002e+02
2023605,3.9947974e+02,-4.7199982e+01,-1.0989001e+02
2023606,3.9346973e+02,-4.3820007e+01,-1.1774002e+02
2023607,4.4307031e+02,-3.0850006e+01,-3.7820007e+01
2023608,4.4848999e+02,-3.0339996e+01,-3.0359985e+01
2023609,4.5359985e+02,-2.9850006e+01,-2.2779999e+01
2023610,4.6007007e+02,-2.8729980e+01,-1.4440002e+01
2023611,4.6787012e+02,-2.6949982e+01,-4.2700195e+00
2023612,4.8151001e+02,-2.4229980e+01,9.2099915e+00
2023613,4.9444995e+02,-2.2670013e+01,2.0339996e+01
2023614,4.4792993e+02,-3.2479980e+01,-4.0470001e+01
2023615,4.5387988e+02,-3.2520020e+01,-3.3579987e+01
2023616,4.6103003e+02,-3.0879974e+01,-2.6839996e+01
2023617,4.6745996e+02,-3.0910004e+01,-1.9329987e+01
2023618,4.7362012e+02,-3.1920013e+01,-1.2040009e+01
2023619,4.8101001e+02,-3.1430023e+01,-2.8699951e+00
2023620,4.9023999e+02,-3.0760010e+01,6.1800232e+00
2023621,4.6818970e+02,-2.6869995e+01,-5.9470001e+01
2023622,4.7483008e+02,-2.9980011e+01,-5.2149994e+01
