NodeNumber,xDisp,yDisp,zDisp
2023483,4.3115991e+02,-6.7830017e+01,-7.9130005e+01
2023484,4.2881982e+02,-7.0299988e+01,-7.7970001e+01
2023485,4.3117993e+02,-6.4350006e+01,-7.5179993e+01
2023486,4.3301978e+02,-6.2739990e+01,-7.4639984e+01
2023487,4.3354980e+02,-5.9309998e+01,-7.1519958e+01
2023488,4.3763989e+02,-5.5279999e+01,-6.9699982e+01
2023489,4.4264966e+02,-4.8669983e+01,-6.4609985e+01
2023490,4.4945996e+02,-4.3919983e+01,-6.1479980e+01
2023491,4.5432007e+02,-3.8160004e+01,-5.7050018e+01
2023492,4.5986011e+02,-3.3360016e+01,-5.3559967e+01
2023493,4.3031982e+02,-6.6750000e+01,-7.8040009e+01
2023494,4.3320020e+02,-6.2910004e+01,-7.4930023e+01
2023495,4.3361987e+02,-6.1890015e+01,-7.4510010e+01
2023496,4.3354028e+02,-5.8540009e+01,-7.2339996e+01
2023497,4.3802979e+02,-5.3209991e+01,-6.9089996e+01
2023498,4.4321021e+02,-4.6130005e+01,-6.3820007e+01
2023499,4.5009009e+02,-4.1149994e+01,-6.1109985e+01
2023500,4.5368994e+02,-3.5199982e+01,-5.6929993e+01
2023501,4.5793018e+02,-3.1309998e+01,-5.4299988e+01
2023502,4.6094995e+02,-2.6600006e+01,-5.0920013e+01
2023503,4.3586011e+02,-5.7100006e+01,-7.2320007e+01
2023504,4.3794019e+02,-5.4600006e+01,-6.9820007e+01
2023505,4.4023999e+02,-5.0950012e+01,-6.6769989e+01
2023506,4.4282983e+02,-4.9080017e+01,-6.5610016e+01
2023507,4.4543018e+02,-4.4880005e+01,-6.2639984e+01
2023508,4.5216016e+02,-3.8440002e+01,-6.0599976e+01
2023509,4.5230981e+02,-3.3910004e+01,-5.7010010e+01
2023510,4.5545996e+02,-3.0859985e+01,-5.5319977e+01
2023511,4.5666992e+02,-2.7160004e+01,-5.2390015e+01
2023512,4.5784009e+02,-2.7190002e+01,-4.9809998e+01
2023513,3.3995996e+02,-4.6250000e+01,-8.7510010e+01
2023514,3.7615967e+02,-4.2059998e+01,-8.2559998e+01
2023515,4.0593994e+02,-4.8160004e+01,-7.9940002e+01
2023516,4.2732031e+02,-5.7709991e+01,-7.6709991e+01
2023517,3.4562988e+02,-4.1330017e+01,-8.5710022e+01
2023518,3.7979004e+02,-4.5279999e+01,-8.3009979e+01
2023519,4.1710986e+02,-4.4779999e+01,-7.7010010e+01
2023520,4.3225977e+02,-6.5890015e+01,-7.8459991e+01
2023521,3.4841992e+02,-3.7779999e+01,-8.4859985e+01
2023522,3.9015967e+02,-3.6009979e+01,-7.9260010e+01
2023523,4.2420020e+02,-4.7690002e+01,-7.7859985e+01
2023524,4.3102002e+02,-6.3609985e+01,-7.8510010e+01
2023525,2.7062012e+02,1.3589996e+01,-5.0320007e+01
2023526,2.6755029e+02,2.0910004e+01,-4.7410004e+01
2023527,2.5181982e+02,3.1820007e+01,-4.4709991e+01
2023528,2.4585010e+02,3.3119995e+01,-4.4209991e+01
2023529,2.4989990e+02,3.5959991e+01,-4.4419983e+01
2023530,2.4687012e+02,4.5449982e+01,-3.3210022e+01
2023531,2.7493994e+02,6.1199951e+00,-4.7130005e+01
2023532,2.7118994e+02,6.1099854e+00,-4.7940002e+01
2023533,2.7788037e+02,3.1900024e+00,-4.6079987e+01
2023534,2.7241992e+02,4.4998169e-01,-5.6880005e+01
2023535,2.7795020e+02,-3.6200256e+00,-6.8729980e+01
2023536,2.8401025e+02,5.0199890e+00,-6.2309998e+01
2023537,4.0502979e+02,-3.9190002e+01,-7.1260010e+01
2023538,4.0713989e+02,-4.4000000e+01,-6.6209991e+01
2023539,4.1448022e+02,-4.0469971e+01,-5.6630005e+01
2023540,4.2064990e+02,-3.8750000e+01,-5.2929993e+01
2023541,4.2493018e+02,-3.6449982e+01,-4.9739990e+01
2023542,4.2707007e+02,-3.6700012e+01,-4.5610016e+01
2023543,4.2908008e+02,-3.7220001e+01,-4.3929993e+01
2023544,4.3037012e+02,-3.8309998e+01,-3.9459991e+01
2023545,4.3402002e+02,-3.8309998e+01,-3.5020020e+01
2023546,4.3676001e+02,-3.9750000e+01,-2.9919983e+01
2023547,3.9555005e+02,-4.3890015e+01,-7.4480011e+01
2023548,4.0611987e+02,-4.1809998e+01,-6.3059998e+01
2023549,4.2251001e+02,-4.1470001e+01,-5.2220001e+01
2023550,4.2696973e+02,-3.7630005e+01,-4.5299988e+01
2023551,4.2862988e+02,-3.6190002e+01,-4.2640015e+01
2023552,4.3182983e+02,-3.7899994e+01,-3.8720001e+01
2023553,4.3096997e+02,-3.8000000e+01,-3.7560028e+01
2023554,4.3287012e+02,-3.8169983e+01,-3.6010010e+01
2023555,4.3346021e+02,-3.8730011e+01,-3.3059998e+01
2023556,4.3622998e+02,-3.9329987e+01,-2.8859985e+01
2023557,3.8691968e+02,-4.6139984e+01,-7.5609985e+01
2023558,3.9906006e+02,-4.5460022e+01,-6.4690002e+01
2023559,4.1625000e+02,-4.1119995e+01,-5.2279999e+01
2023560,4.3203003e+02,-3.8700012e+01,-4.0380005e+01
2023561,4.3371021e+02,-3.7360016e+01,-3.7760010e+01
2023562,4.3192969e+02,-3.8269989e+01,-3.5339996e+01
2023563,4.3347998e+02,-3.8250000e+01,-3.4669983e+01
2023564,4.3296997e+02,-3.8419983e+01,-3.3360016e+01
2023565,4.3475000e+02,-3.9000000e+01,-3.1369995e+01
2023566,4.3609985e+02,-3.9410004e+01,-2.7819977e+01
2023567,3.8086987e+02,-4.6889984e+01,-7.8289978e+01
2023568,3.9485010e+02,-4.6329987e+01,-6.6369995e+01
2023569,4.1071997e+02,-4.3220001e+01,-5.5630005e+01
2023570,4.2590015e+02,-3.8909973e+01,-4.7050018e+01
2023571,4.3186011e+02,-3.8809998e+01,-3.6790009e+01
2023572,4.3317017e+02,-3.8450012e+01,-3.6059998e+01
2023573,4.3217017e+02,-3.8120026e+01,-3.4600006e+01
2023574,4.3279980e+02,-3.8800018e+01,-3.4550018e+01
2023575,4.3396021e+02,-3.8809998e+01,-3.1230011e+01
2023576,4.3573022e+02,-3.9640015e+01,-2.8730011e+01
2023577,4.0761987e+02,-4.0570007e+01,-7.1870026e+01
2023578,4.1140991e+02,-4.3850006e+01,-6.6679993e+01
2023579,4.1541992e+02,-4.5010010e+01,-6.0950012e+01
2023580,4.1970972e+02,-4.2730011e+01,-5.6829987e+01
2023581,4.2418018e+02,-4.0140015e+01,-5.2830017e+01
2023582,4.2675977e+02,-4.1010010e+01,-4.9950012e+01
2023583,4.2933984e+02,-3.9360016e+01,-4.4809998e+01
2023584,4.3353003e+02,-3.8459991e+01,-4.0539978e+01
2023585,4.3629980e+02,-3.8680023e+01,-3.5089996e+01
2023586,4.4042993e+02,-3.9350006e+01,-3.0230011e+01
2023587,4.2197021e+02,-5.0339996e+01,-7.4540009e+01
2023588,4.2468018e+02,-5.1289978e+01,-7.0250000e+01
