NodeNumber,xDisp,yDisp,zDisp
2023483,4.2223022e+02,-7.4920013e+01,-1.1338000e+02
2023484,4.2377002e+02,-7.2869995e+01,-1.0894998e+02
2023485,4.2746021e+02,-6.9509995e+01,-1.0510999e+02
2023486,4.3063013e+02,-6.6130005e+01,-1.0217999e+02
2023487,4.3339990e+02,-6.1259979e+01,-9.8159973e+01
2023488,4.3766968e+02,-5.8210022e+01,-9.5209991e+01
2023489,4.4186011e+02,-5.2679993e+01,-9.0469971e+01
2023490,4.4712988e+02,-4.9519989e+01,-8.6599976e+01
2023491,4.5102026e+02,-4.4950012e+01,-8.2029999e+01
2023492,4.5553979e+02,-4.1739990e+01,-7.7899963e+01
2023493,4.1525000e+02,-7.5860001e+01,-1.1148001e+02
2023494,4.2312012e+02,-6.9680023e+01,-1.0667001e+02
2023495,4.2757983e+02,-6.4220001e+01,-1.0254999e+02
2023496,4.3248022e+02,-5.9000000e+01,-9.7809998e+01
2023497,4.3717969e+02,-5.4559998e+01,-9.4269989e+01
2023498,4.4132007e+02,-4.8570007e+01,-8.9520020e+01
2023499,4.4623999e+02,-4.5339996e+01,-8.6349976e+01
2023500,4.4964014e+02,-4.0380005e+01,-8.1790009e+01
2023501,4.5360010e+02,-3.7649994e+01,-7.8380005e+01
2023502,4.5707983e+02,-3.3339996e+01,-7.4260010e+01
2023503,4.2021021e+02,-6.7739990e+01,-1.0731998e+02
2023504,4.2440991e+02,-6.2809998e+01,-1.0302002e+02
2023505,4.3088013e+02,-5.7369995e+01,-9.8779999e+01
2023506,4.3553979e+02,-5.2480011e+01,-9.4270020e+01
2023507,4.3883008e+02,-4.7630005e+01,-8.9679993e+01
2023508,4.4374023e+02,-4.2940002e+01,-8.7639984e+01
2023509,4.4632983e+02,-3.8440002e+01,-8.2290009e+01
2023510,4.4968994e+02,-3.6209991e+01,-7.9589996e+01
2023511,4.5235986e+02,-3.1949982e+01,-7.5589996e+01
2023512,4.5446997e+02,-3.1179993e+01,-7.2449982e+01
2023513,3.3135986e+02,-6.0860016e+01,-1.1685999e+02
2023514,3.6963965e+02,-5.5550018e+01,-1.2112000e+02
2023515,4.0038965e+02,-5.9570007e+01,-1.2121002e+02
2023516,4.1555029e+02,-6.8700012e+01,-1.1789999e+02
2023517,3.2910010e+02,-5.9190002e+01,-1.1723001e+02
2023518,3.6570996e+02,-6.0390015e+01,-1.1988998e+02
2023519,4.0483008e+02,-6.1839996e+01,-1.2067001e+02
2023520,4.1652979e+02,-7.9110001e+01,-1.1795999e+02
2023521,3.2933984e+02,-5.1700012e+01,-1.1648999e+02
2023522,3.6923975e+02,-5.4799988e+01,-1.1823001e+02
2023523,4.0418018e+02,-6.5170013e+01,-1.2175000e+02
2023524,4.0943994e+02,-7.6149994e+01,-1.1554999e+02
2023525,2.6793994e+02,-9.4500122e+00,-7.2369995e+01
2023526,2.6091016e+02,3.0299988e+00,-7.0970001e+01
2023527,2.4235010e+02,1.3679993e+01,-5.7720001e+01
2023528,2.4510010e+02,1.1769989e+01,-6.5909973e+01
2023529,2.4661963e+02,1.4570007e+01,-6.3299988e+01
2023530,2.4322998e+02,2.7359985e+01,-5.2740021e+01
2023531,2.7131006e+02,-1.3880005e+01,-7.2630005e+01
2023532,2.6579980e+02,-1.3430023e+01,-6.3940002e+01
