NodeNumber,xDisp,yDisp,zDisp
2023483,4.2234009e+02,-5.3040009e+01,-7.5429993e+01
2023484,4.2088965e+02,-5.6049988e+01,-7.2019989e+01
2023485,4.2486987e+02,-5.0600006e+01,-6.8160004e+01
2023486,4.2691968e+02,-4.8679993e+01,-6.5970001e+01
2023487,4.2974023e+02,-4.2929993e+01,-6.2289978e+01
2023488,4.3340015e+02,-4.0660004e+01,-5.9779968e+01
2023489,4.3786987e+02,-3.4440002e+01,-5.4969971e+01
2023490,4.4318994e+02,-3.1759979e+01,-5.0989990e+01
2023491,4.4700024e+02,-2.6809998e+01,-4.6720001e+01
2023492,4.5144995e+02,-2.3720001e+01,-4.2579987e+01
2023493,4.1520996e+02,-5.5989990e+01,-7.4160004e+01
2023494,4.2257031e+02,-4.9619995e+01,-6.9140015e+01
2023495,4.2665015e+02,-4.5459991e+01,-6.5299988e+01
2023496,4.3167017e+02,-3.9110016e+01,-6.0619995e+01
2023497,4.3639990e+02,-3.5540009e+01,-5.6929993e+01
2023498,4.4015991e+02,-2.9049988e+01,-5.2500000e+01
2023499,4.4482983e+02,-2.6490021e+01,-4.9379974e+01
2023500,4.4809033e+02,-2.0899994e+01,-4.5179993e+01
2023501,4.5143994e+02,-1.8809998e+01,-4.2100006e+01
2023502,4.5467993e+02,-1.4179993e+01,-3.8520020e+01
2023503,4.2415015e+02,-4.5910004e+01,-6.8049988e+01
2023504,4.2794019e+02,-4.1759979e+01,-6.3890015e+01
2023505,4.3438989e+02,-3.5410004e+01,-5.9519989e+01
2023506,4.3807983e+02,-3.1820007e+01,-5.5210022e+01
2023507,4.4045020e+02,-2.6399994e+01,-5.1459991e+01
2023508,4.4497021e+02,-2.2730011e+01,-4.9299988e+01
2023509,4.4647974e+02,-1.7880005e+01,-4.4989990e+01
2023510,4.4923975e+02,-1.6549988e+01,-4.2729980e+01
2023511,4.5122021e+02,-1.2259979e+01,-3.9510010e+01
2023512,4.5253003e+02,-1.2359985e+01,-3.6889984e+01
2023513,3.2962988e+02,-3.9060028e+01,-8.1829987e+01
2023514,3.6672998e+02,-3.1420013e+01,-8.1970001e+01
2023515,3.9808984e+02,-3.7809998e+01,-8.0040009e+01
2023516,4.1367041e+02,-4.5369995e+01,-7.7059998e+01
2023517,3.3012988e+02,-3.7369995e+01,-8.1890015e+01
2023518,3.6716992e+02,-3.8390015e+01,-8.1599976e+01
2023519,4.0481982e+02,-3.6669983e+01,-7.8670013e+01
2023520,4.2018994e+02,-5.7410004e+01,-7.7910004e+01
2023521,3.3062988e+02,-3.4740021e+01,-8.1649994e+01
2023522,3.7181982e+02,-3.3880005e+01,-8.1089996e+01
2023523,4.0942041e+02,-4.0880005e+01,-7.9449982e+01
2023524,4.1327002e+02,-5.4100006e+01,-7.7000000e+01
2023525,2.6477002e+02,1.8299988e+01,-2.3609985e+01
2023526,2.7228027e+02,1.8760010e+01,-3.3730011e+01
2023527,2.6423975e+02,3.3919983e+01,-2.9459991e+01
2023528,2.4118994e+02,3.9040009e+01,-4.3199982e+01
2023529,2.5208984e+02,3.4880005e+01,-2.3739990e+01
2023530,2.4387012e+02,4.1279999e+01,-1.4420013e+01
2023531,2.7541992e+02,8.4699707e+00,-3.3910004e+01
2023532,2.7176025e+02,1.5139984e+01,-3.0279999e+01
2023533,2.7130029e+02,2.3000000e+01,-4.3690002e+01
2023534,2.6631006e+02,7.0299988e+00,-3.7860016e+01
2023535,3.0219043e+02,-2.4300232e+00,-6.7709991e+01
2023536,2.7638037e+02,7.0700073e+00,-4.3979980e+01
2023537,3.7133984e+02,-4.1739990e+01,-5.4670013e+01
2023538,3.8592017e+02,-3.8689972e+01,-4.4329987e+01
