NodeNumber,xDisp,yDisp,zDisp
2023483,4.2363989e+02,-5.2750000e+01,-7.9949982e+01
2023484,4.2818994e+02,-4.7609985e+01,-7.5250000e+01
2023485,4.3125024e+02,-4.1799988e+01,-7.3489990e+01
2023486,4.3417993e+02,-3.8320007e+01,-7.1019989e+01
2023487,4.3641992e+02,-3.3100006e+01,-6.8719971e+01
2023488,4.4005005e+02,-3.0529999e+01,-6.6579987e+01
2023489,4.4278003e+02,-2.5339996e+01,-6.3029968e+01
2023490,4.4681982e+02,-2.2879974e+01,-6.0269989e+01
2023491,4.4919019e+02,-1.9070007e+01,-5.6820007e+01
2023492,4.5244995e+02,-1.6269989e+01,-5.3379974e+01
2023493,4.1927979e+02,-5.5989990e+01,-7.8800018e+01
2023494,4.2653027e+02,-4.6820007e+01,-7.5250000e+01
2023495,4.3132007e+02,-4.0390015e+01,-7.1920013e+01
2023496,4.3507007e+02,-3.3190002e+01,-6.9169983e+01
2023497,4.3914014e+02,-2.8649994e+01,-6.6290009e+01
2023498,4.4178003e+02,-2.2630005e+01,-6.2730011e+01
2023499,4.4580005e+02,-1.9920013e+01,-6.0250000e+01
2023500,4.4783008e+02,-1.5290009e+01,-5.6769989e+01
2023501,4.5102002e+02,-1.3079987e+01,-5.4049988e+01
2023502,4.5290015e+02,-9.9299927e+00,-5.0880005e+01
2023503,4.2219995e+02,-4.9559998e+01,-7.6769989e+01
2023504,4.2729028e+02,-4.4179993e+01,-7.3490021e+01
2023505,4.3311987e+02,-3.6489990e+01,-7.0949982e+01
2023506,4.3792017e+02,-3.0320007e+01,-6.7140015e+01
2023507,4.4033984e+02,-2.3240021e+01,-6.3470001e+01
2023508,4.4445020e+02,-1.8910004e+01,-6.2049988e+01
2023509,4.4539966e+02,-1.4429993e+01,-5.7329987e+01
2023510,4.4802002e+02,-1.2709991e+01,-5.5389984e+01
2023511,4.4887012e+02,-9.7399902e+00,-5.2250000e+01
2023512,4.5021997e+02,-1.0290009e+01,-4.9739990e+01
2023513,3.2335010e+02,-3.3960022e+01,-9.5119995e+01
2023514,3.5533984e+02,-4.2559998e+01,-9.2940002e+01
2023515,3.8806982e+02,-4.1390015e+01,-9.2720001e+01
2023516,4.1885010e+02,-4.8440002e+01,-8.5760010e+01
2023517,3.2948975e+02,-3.0290009e+01,-9.1660004e+01
2023518,3.5946973e+02,-3.6910004e+01,-9.3869995e+01
2023519,3.9887988e+02,-3.7809998e+01,-8.8070007e+01
2023520,4.1891992e+02,-5.8899994e+01,-8.7519989e+01
2023521,3.3035986e+02,-2.4350006e+01,-9.2459991e+01
2023522,3.6904004e+02,-3.1919983e+01,-9.0299988e+01
2023523,4.0242041e+02,-4.0980011e+01,-9.0959991e+01
2023524,4.1279980e+02,-5.7769989e+01,-8.4820007e+01
2023525,2.6502979e+02,7.4199829e+00,-4.5989990e+01
2023526,2.6537012e+02,2.0760010e+01,-5.4760010e+01
2023527,2.4706006e+02,3.6489990e+01,-3.3529999e+01
2023528,2.3947998e+02,2.8829987e+01,-5.1299988e+01
2023529,2.4741992e+02,2.9919983e+01,-3.5220001e+01
2023530,2.4452979e+02,4.0849976e+01,-2.6700012e+01
2023531,2.6997998e+02,8.3799744e+00,-5.4589996e+01
2023532,2.6287012e+02,1.0549988e+01,-3.8649994e+01
2023533,2.7240039e+02,1.8070007e+01,-4.7179993e+01
2023534,2.6562988e+02,1.9079987e+01,-6.2360016e+01
2023535,2.7213037e+02,2.0229980e+01,-7.1320007e+01
2023536,2.7867041e+02,1.6200012e+01,-6.8309998e+01
2023537,3.6342969e+02,-4.0429993e+01,-6.0490021e+01
2023538,3.8034009e+02,-3.6509979e+01,-4.9359985e+01
2023539,4.0909985e+02,-2.8809998e+01,-4.2579987e+01
2023540,4.1604980e+02,-2.4709991e+01,-3.9809998e+01
2023541,4.1718018e+02,-2.0959991e+01,-4.6549988e+01
2023542,4.1671997e+02,-1.9559998e+01,-4.7250000e+01
2023543,4.1875000e+02,-2.0620026e+01,-4.5459991e+01
2023544,4.2019971e+02,-2.3179993e+01,-3.9519989e+01
2023545,4.2522021e+02,-2.3029999e+01,-3.3459991e+01
2023546,4.2844019e+02,-2.4529999e+01,-2.8200012e+01
2023547,3.5538989e+02,-4.3029999e+01,-6.1429993e+01
2023548,3.8168970e+02,-3.5279999e+01,-5.1009979e+01
2023549,4.1130981e+02,-2.8589996e+01,-4.7680023e+01
2023550,4.1862988e+02,-2.1660004e+01,-4.0049988e+01
2023551,4.1998975e+02,-2.0419983e+01,-3.7799988e+01
2023552,4.2240991e+02,-2.1970001e+01,-3.7100006e+01
2023553,4.2088989e+02,-2.2529999e+01,-3.6990021e+01
2023554,4.2199023e+02,-2.2600006e+01,-3.6880005e+01
2023555,4.2319995e+02,-2.3670013e+01,-3.3290009e+01
2023556,4.2672998e+02,-2.4190002e+01,-2.8199982e+01
2023557,3.4980005e+02,-4.3949982e+01,-5.9649994e+01
2023558,3.7514990e+02,-3.8160004e+01,-5.2470001e+01
2023559,4.0335010e+02,-2.8269989e+01,-4.6680023e+01
2023560,4.2346997e+02,-2.2799988e+01,-3.4740021e+01
2023561,4.2486011e+02,-2.1650024e+01,-3.2510010e+01
2023562,4.2170996e+02,-2.2350006e+01,-3.2849976e+01
2023563,4.2266992e+02,-2.2529999e+01,-3.4690002e+01
2023564,4.2173999e+02,-2.2959991e+01,-3.4340027e+01
2023565,4.2335010e+02,-2.3549988e+01,-3.2519989e+01
2023566,4.2504028e+02,-2.4350006e+01,-2.8759979e+01
2023567,3.4571021e+02,-4.4910004e+01,-6.6229980e+01
2023568,3.6927002e+02,-3.8899994e+01,-5.5869995e+01
2023569,3.9592993e+02,-3.1429993e+01,-5.0339996e+01
2023570,4.1557007e+02,-2.4009979e+01,-4.3950012e+01
2023571,4.2209985e+02,-2.3199982e+01,-3.3450012e+01
2023572,4.2338989e+02,-2.2690002e+01,-3.2980011e+01
2023573,4.2130005e+02,-2.2360016e+01,-3.3459991e+01
2023574,4.2128027e+02,-2.3230011e+01,-3.5800018e+01
2023575,4.2194019e+02,-2.3610016e+01,-3.3170013e+01
2023576,4.2380005e+02,-2.4369995e+01,-3.0250000e+01
2023577,3.6929028e+02,-4.2360016e+01,-6.4890015e+01
2023578,3.8467993e+02,-3.9010010e+01,-5.2769989e+01
2023579,4.0720020e+02,-3.3649994e+01,-4.7000000e+01
2023580,4.1111011e+02,-2.8740021e+01,-4.6959991e+01
2023581,4.1351025e+02,-2.5359985e+01,-5.1489990e+01
2023582,4.1766016e+02,-2.2589996e+01,-5.0239990e+01
2023583,4.1989014e+02,-2.0820007e+01,-4.4949982e+01
2023584,4.2521021e+02,-2.1910004e+01,-3.9829987e+01
2023585,4.2815967e+02,-2.3029999e+01,-3.3879974e+01
2023586,4.3307983e+02,-2.3920013e+01,-2.8410004e+01
2023587,3.9670020e+02,-5.0470001e+01,-7.4570007e+01
2023588,4.0327002e+02,-5.1619995e+01,-6.6039978e+01
