NodeNumber,xDisp,yDisp,zDisp
2023483,4.2142993e+02,-7.1150009e+01,-1.2697998e+02
2023484,4.2567969e+02,-6.8059998e+01,-1.2132001e+02
2023485,4.3005981e+02,-6.4290009e+01,-1.1687000e+02
2023486,4.3492993e+02,-6.0670013e+01,-1.1260999e+02
2023487,4.3910986e+02,-5.5449982e+01,-1.0762997e+02
2023488,4.4499976e+02,-5.2080017e+01,-1.0360999e+02
2023489,4.5013013e+02,-4.6510010e+01,-9.8179962e+01
2023490,4.5645020e+02,-4.3229980e+01,-9.3359985e+01
2023491,4.6148999e+02,-3.8410004e+01,-8.7980011e+01
2023492,4.6684009e+02,-3.5450012e+01,-8.2849976e+01
2023493,4.1449023e+02,-7.0829987e+01,-1.2354001e+02
2023494,4.2278027e+02,-6.4830017e+01,-1.1848001e+02
2023495,4.2851001e+02,-5.9679993e+01,-1.1360001e+02
2023496,4.3404028e+02,-5.4410004e+01,-1.0835001e+02
2023497,4.4052979e+02,-4.9459991e+01,-1.0382999e+02
2023498,4.4603979e+02,-4.3169983e+01,-9.8260010e+01
2023499,4.5255981e+02,-3.9540009e+01,-9.4019989e+01
2023500,4.5720996e+02,-3.4389984e+01,-8.8579987e+01
2023501,4.6225977e+02,-3.1540009e+01,-8.4029999e+01
2023502,4.6680005e+02,-2.7079987e+01,-7.8940002e+01
2023503,4.1692993e+02,-6.3450012e+01,-1.1956000e+02
2023504,4.2278003e+02,-5.8179993e+01,-1.1427002e+02
2023505,4.2955981e+02,-5.2809998e+01,-1.0950998e+02
2023506,4.3576978e+02,-4.8059998e+01,-1.0448001e+02
2023507,4.4016992e+02,-4.3119995e+01,-9.8799988e+01
2023508,4.4674023e+02,-3.7480011e+01,-9.6159973e+01
2023509,4.5096997e+02,-3.2779999e+01,-8.9519989e+01
2023510,4.5531006e+02,-3.0519989e+01,-8.5649994e+01
2023511,4.5937988e+02,-2.6009979e+01,-8.0589996e+01
2023512,4.6277026e+02,-2.4920013e+01,-7.6209991e+01
2023513,3.2975000e+02,-5.6150024e+01,-1.2787000e+02
2023514,3.6810010e+02,-5.2760010e+01,-1.3387000e+02
2023515,3.9866992e+02,-5.6079987e+01,-1.3591000e+02
2023516,4.1545020e+02,-6.5470001e+01,-1.3291000e+02
2023517,3.2660986e+02,-5.3010010e+01,-1.2779001e+02
2023518,3.6200000e+02,-5.6110016e+01,-1.3247000e+02
2023519,4.0204004e+02,-5.7729980e+01,-1.3567999e+02
2023520,4.1275000e+02,-7.4989990e+01,-1.3256000e+02
2023521,3.2650977e+02,-4.4029999e+01,-1.2629999e+02
2023522,3.6522998e+02,-4.8609985e+01,-1.3041000e+02
2023523,3.9823047e+02,-6.0380005e+01,-1.3654999e+02
2023524,4.0554980e+02,-7.0940002e+01,-1.2872000e+02
2023525,2.6581006e+02,-2.3099976e+00,-8.3739990e+01
2023526,2.5908008e+02,9.2399902e+00,-8.3670013e+01
2023527,2.3718994e+02,2.0259979e+01,-6.6690002e+01
2023528,2.4202002e+02,1.9929993e+01,-7.9329987e+01
2023529,2.4337988e+02,2.1160004e+01,-7.6309998e+01
2023530,2.4016992e+02,3.2609985e+01,-6.1410004e+01
2023531,2.6998975e+02,-8.2900085e+00,-8.4579987e+01
2023532,2.6375000e+02,-7.1000061e+00,-7.3750000e+01
2023533,2.7045020e+02,8.9999390e-01,-7.4509979e+01
2023534,2.6716992e+02,1.1769989e+01,-9.4330017e+01
2023535,2.7471045e+02,1.3739990e+01,-1.0147000e+02
2023536,2.7396045e+02,3.2200012e+00,-9.7649994e+01
2023537,3.5160986e+02,-4.9380005e+01,-1.0149001e+02
2023538,3.6617017e+02,-4.8509979e+01,-9.0549988e+01
2023539,3.9165991e+02,-4.2009979e+01,-8.0160004e+01
2023540,3.9903027e+02,-3.7039978e+01,-7.7119995e+01
2023541,4.0331982e+02,-3.3299988e+01,-7.5179993e+01
2023542,4.0704028e+02,-3.2769989e+01,-6.9459991e+01
2023543,4.1039990e+02,-3.2140015e+01,-6.5929993e+01
2023544,4.1410986e+02,-3.3339996e+01,-5.8149994e+01
2023545,4.2114014e+02,-3.2459991e+01,-5.0779999e+01
2023546,4.2713989e+02,-3.3029999e+01,-4.2720001e+01
2023547,3.4126978e+02,-5.3000000e+01,-1.0096001e+02
2023548,3.6716968e+02,-4.6709991e+01,-8.8689972e+01
2023549,3.9603979e+02,-4.1709991e+01,-8.4260010e+01
2023550,4.0583984e+02,-3.4690002e+01,-7.4689972e+01
2023551,4.0943994e+02,-3.3209991e+01,-6.9610016e+01
2023552,4.1488989e+02,-3.4519989e+01,-6.2299988e+01
2023553,4.1526978e+02,-3.4239990e+01,-5.8310028e+01
2023554,4.1831006e+02,-3.3109985e+01,-5.5290009e+01
2023555,4.2165991e+02,-3.3080017e+01,-4.9170013e+01
2023556,4.2731982e+02,-3.2669983e+01,-4.2289978e+01
2023557,3.3622974e+02,-5.3630005e+01,-9.6729980e+01
2023558,3.6056982e+02,-4.9710022e+01,-8.9079987e+01
2023559,3.8915967e+02,-4.1380005e+01,-8.1380005e+01
2023560,4.1206030e+02,-3.5910004e+01,-7.0190002e+01
2023561,4.1561987e+02,-3.4529999e+01,-6.5269989e+01
2023562,4.1504980e+02,-3.4809998e+01,-6.0699982e+01
2023563,4.1791016e+02,-3.4079987e+01,-5.8199982e+01
2023564,4.1974976e+02,-3.3669983e+01,-5.3410004e+01
2023565,4.2400000e+02,-3.3179993e+01,-4.8320007e+01
2023566,4.2804028e+02,-3.2820007e+01,-4.1929993e+01
2023567,3.3063013e+02,-5.4769989e+01,-1.0103998e+02
2023568,3.5706006e+02,-4.9679993e+01,-9.0789978e+01
2023569,3.8369995e+02,-4.3720001e+01,-8.5070007e+01
2023570,4.0405005e+02,-3.7029999e+01,-7.7809998e+01
2023571,4.1401978e+02,-3.6069977e+01,-6.5640015e+01
2023572,4.1644995e+02,-3.5049988e+01,-6.3059998e+01
2023573,4.1696021e+02,-3.3960022e+01,-5.8940002e+01
2023574,4.2026025e+02,-3.3820007e+01,-5.4839996e+01
2023575,4.2450024e+02,-3.3140015e+01,-4.8720001e+01
2023576,4.2932007e+02,-3.2940002e+01,-4.2769989e+01
2023577,3.5809009e+02,-5.1489990e+01,-1.0566000e+02
2023578,3.6959009e+02,-5.1720001e+01,-9.3619995e+01
2023579,3.8818018e+02,-4.5960022e+01,-8.6710022e+01
2023580,3.9547974e+02,-4.1660004e+01,-8.1940002e+01
2023581,4.0143994e+02,-3.7140015e+01,-7.9429993e+01
2023582,4.0585986e+02,-3.8399994e+01,-7.4200012e+01
2023583,4.1194971e+02,-3.3820007e+01,-6.6649994e+01
2023584,4.1900024e+02,-3.3339996e+01,-5.9720001e+01
2023585,4.2525000e+02,-3.2620026e+01,-5.1449982e+01
2023586,4.3230981e+02,-3.2869995e+01,-4.4100006e+01
2023587,3.8651025e+02,-6.0709991e+01,-1.1575000e+02
2023588,3.9329980e+02,-6.0059998e+01,-1.0717999e+02
2023589,4.0110986e+02,-5.5830017e+01,-1.0092999e+02
2023590,4.0868970e+02,-5.4920013e+01,-9.2820007e+01
2023591,4.1606982e+02,-4.6359985e+01,-8.8090027e+01
2023592,4.2552026e+02,-3.8319977e+01,-8.6830017e+01
2023593,4.3125977e+02,-3.2669983e+01,-8.0189972e+01
2023594,4.3763013e+02,-3.0929993e+01,-7.5359985e+01
2023595,4.4347998e+02,-2.8230011e+01,-6.9220001e+01
2023596,4.5007007e+02,-2.8359985e+01,-6.3539978e+01
2023597,4.4132007e+02,-3.0380005e+01,-5.2419983e+01
2023598,4.3517993e+02,-3.1509979e+01,-6.0179993e+01
2023599,4.2854004e+02,-3.2690002e+01,-6.6600006e+01
2023600,4.2249976e+02,-3.3790009e+01,-7.4089996e+01
2023601,4.1489990e+02,-3.6049988e+01,-7.8420013e+01
2023602,4.0570020e+02,-4.9590027e+01,-8.2470001e+01
2023603,3.9658008e+02,-5.5970001e+01,-8.6859985e+01
2023604,3.8918994e+02,-6.0480011e+01,-9.3700012e+01
2023605,3.8157007e+02,-6.3449982e+01,-1.0342001e+02
2023606,3.7302979e+02,-5.7269989e+01,-1.1140002e+02
2023607,4.3160986e+02,-3.2480011e+01,-3.6259979e+01
2023608,4.3596997e+02,-3.2250000e+01,-2.9869995e+01
2023609,4.4032007e+02,-3.1809998e+01,-2.3319977e+01
2023610,4.4461011e+02,-3.1559998e+01,-1.6600006e+01
2023611,4.5104004e+02,-3.0320007e+01,-7.5200195e+00
2023612,4.6123999e+02,-2.8169983e+01,5.4400024e+00
2023613,4.7697974e+02,-2.7960022e+01,1.6399994e+01
2023614,4.3679028e+02,-3.3289978e+01,-3.8320007e+01
2023615,4.4203027e+02,-3.2750000e+01,-3.2009979e+01
2023616,4.4778003e+02,-3.0629974e+01,-2.5670013e+01
2023617,4.5310986e+02,-3.0899994e+01,-1.9440002e+01
2023618,4.5835986e+02,-3.1720001e+01,-1.2580017e+01
2023619,4.6420972e+02,-3.6620026e+01,-6.9199829e+00
2023620,4.7448022e+02,-3.3510010e+01,2.2500000e+00
2023621,4.5655981e+02,-3.0179993e+01,-5.6269989e+01
2023622,4.6300977e+02,-3.3330017e+01,-4.9199982e+01
2023623,4.7039014e+02,-3.2010010e+01,-4.2700012e+01
2023624,4.7772998e+02,-3.5290009e+01,-3.5089996e+01
2023625,4.8408984e+02,-3.8479980e+01,-2.8309998e+01
2023626,4.9019995e+02,-4.2959991e+01,-2.0170013e+01
2023627,4.9200024e+02,-4.3809998e+01,-1.6540009e+01
2023628,4.4701001e+02,-3.2759979e+01,-4.6459991e+01
2023629,4.5257983e+02,-3.4290009e+01,-4.0570007e+01
2023630,4.5823999e+02,-3.2500000e+01,-3.4000000e+01
2023631,4.6424976e+02,-2.7679993e+01,-2.6700012e+01
2023632,4.7146997e+02,-3.5000000e+01,-2.0619995e+01
2023633,4.8182007e+02,-4.8790009e+01,-1.9789978e+01
2023634,4.9060010e+02,-5.6160004e+01,-1.2470001e+01
2023635,2.4585986e+02,3.0440002e+01,-5.9589996e+01
2023636,2.4808008e+02,2.4970001e+01,-4.9399994e+01
2023637,2.7268994e+02,2.3950012e+01,-6.8019989e+01
2023638,2.8229004e+02,1.2929993e+01,-7.8350006e+01
2023639,2.8966992e+02,1.0279999e+01,-8.9550018e+01
2023640,2.9583008e+02,2.8699951e+00,-1.0034000e+02
2023641,3.0435010e+02,-1.1000061e+00,-1.0692000e+02
2023642,2.4467969e+02,2.6720001e+01,-5.3489990e+01
2023643,2.4958984e+02,3.0720001e+01,-5.7619995e+01
2023644,2.6441992e+02,1.8940002e+01,-6.9739990e+01
2023645,2.7518018e+02,1.6570007e+01,-8.3160004e+01
2023646,2.7675977e+02,3.9800110e+00,-8.2199982e+01
2023647,2.8306982e+02,-4.6002197e-01,-9.1309998e+01
2023648,2.8993018e+02,-5.5500183e+00,-1.0421999e+02
2023649,2.4508008e+02,3.2959991e+01,-5.0989990e+01
2023650,2.5176025e+02,2.4980011e+01,-6.5240021e+01
2023651,2.6018018e+02,2.2289978e+01,-7.7419983e+01
2023652,2.6291992e+02,1.1489990e+01,-7.9649994e+01
2023653,2.6844043e+02,4.0700073e+00,-8.3269989e+01
2023654,2.7008008e+02,-7.8399963e+00,-8.4519989e+01
2023655,2.7592041e+02,-1.4110016e+01,-9.2920013e+01
2023656,2.4554004e+02,2.9149994e+01,-6.1899994e+01
2023657,2.4974023e+02,2.5880005e+01,-6.8419983e+01
2023658,2.5114990e+02,1.8259979e+01,-7.6750000e+01
2023659,2.5452979e+02,1.1500000e+01,-8.1070007e+01
2023660,2.5585986e+02,-1.3900146e+00,-8.0080017e+01
2023661,2.6102002e+02,-9.8200073e+00,-8.1919983e+01
2023662,2.6357031e+02,-1.8709991e+01,-8.5619995e+01
2023663,2.4339990e+02,3.9109985e+01,-4.9199982e+01
2023664,2.5349023e+02,2.3750000e+01,-5.7019989e+01
2023665,2.7693018e+02,1.4950012e+01,-7.2510010e+01
2023666,2.7943018e+02,1.2009979e+01,-8.0809998e+01
2023667,2.8994971e+02,1.7600098e+00,-9.5029999e+01
2023668,2.9412988e+02,2.0299988e+00,-1.0076999e+02
2023669,2.9845020e+02,-1.5199890e+00,-1.1032001e+02
2023670,2.4981982e+02,2.2410004e+01,-6.4559998e+01
2023671,2.2039014e+02,4.1670013e+01,-6.0080017e+01
2023672,3.2345996e+02,-1.5070007e+01,-1.1939000e+02
2023673,3.2964990e+02,-2.6959991e+01,-1.2264000e+02
2023674,3.3731006e+02,-3.5130005e+01,-1.1657999e+02
2023675,3.4364014e+02,-4.3769989e+01,-1.1106999e+02
2023676,3.3127979e+02,-4.8650024e+01,-1.1243001e+02
2023677,3.2410986e+02,-4.1529999e+01,-1.1760001e+02
2023678,3.1806982e+02,-3.1519989e+01,-1.1564001e+02
2023679,3.0977979e+02,-2.4169983e+01,-1.1306999e+02
2023680,3.1881006e+02,-5.5200012e+01,-1.1375999e+02
2023681,3.1389990e+02,-4.6889984e+01,-1.1867001e+02
2023682,3.0664990e+02,-3.7660004e+01,-1.1753998e+02
2023683,3.0133008e+02,-2.8710022e+01,-1.0909000e+02
2023684,2.8804980e+02,-3.8050018e+01,-1.0669000e+02
2023685,2.9827979e+02,-4.2860016e+01,-1.1330000e+02
2023686,3.0290967e+02,-5.1200012e+01,-1.1771999e+02
2023687,3.1402979e+02,-5.5760010e+01,-1.0999998e+02
2023688,3.2075977e+02,-1.7459991e+01,-1.1962999e+02
2023689,3.3672998e+02,-2.8730011e+01,-1.2471999e+02
2023690,3.4212012e+02,-3.7020020e+01,-1.1952000e+02
2023691,3.5069971e+02,-4.3750000e+01,-1.1182001e+02
2023692,3.2965039e+02,-2.8720001e+01,-1.2293997e+02
2023693,3.5716992e+02,-3.8119995e+01,-1.2959000e+02
2023694,3.7151025e+02,-5.0979980e+01,-1.3172000e+02
2023695,3.8014990e+02,-5.8380005e+01,-1.2573001e+02
2023696,3.6558008e+02,-5.1089996e+01,-1.1947000e+02
2023697,3.5820996e+02,-4.4260010e+01,-1.2736000e+02
2023698,3.4750977e+02,-3.4120026e+01,-1.2735999e+02
2023699,3.2377002e+02,-2.5190002e+01,-1.2109000e+02
2023700,2.7711963e+02,-4.7000122e+00,-9.8029999e+01
2023701,2.7568994e+02,-1.6609985e+01,-9.1649994e+01
2023702,2.6096973e+02,6.0998535e-01,-7.7220001e+01
2023703,2.7270996e+02,-8.6600037e+00,-9.5959991e+01
2023704,2.6396973e+02,-1.2559998e+01,-8.6409973e+01
2023705,2.6180957e+02,-9.3500061e+00,-8.7349976e+01
2023706,2.7610010e+02,4.7100220e+00,-9.9049988e+01
2023707,2.7570020e+02,4.5899963e+00,-1.0276001e+02
2023708,2.7467969e+02,-3.3899994e+01,-8.9169983e+01
2023709,2.9276025e+02,-3.2480011e+01,-1.0052000e+02
2023710,2.7742969e+02,-2.8879974e+01,-8.9669983e+01
2023711,2.7739990e+02,-2.3670013e+01,-8.5489990e+01
2023712,2.8370996e+02,-1.3929993e+01,-9.8550003e+01
2023713,2.8149023e+02,-1.4990021e+01,-9.5919983e+01
2023714,2.9702002e+02,-2.7529999e+01,-1.0264999e+02
2023715,2.9561035e+02,-2.7290009e+01,-1.1025999e+02
2023716,2.9949023e+02,-1.3180023e+01,-1.0968999e+02
