NodeNumber,xDisp,yDisp,zDisp
2023483,4.1867017e+02,-7.2360016e+01,-8.1529999e+01
2023484,4.1639990e+02,-7.5110001e+01,-7.8739990e+01
2023485,4.2003979e+02,-6.9000000e+01,-7.6070007e+01
2023486,4.2136987e+02,-6.5619995e+01,-7.4279999e+01
2023487,4.2512012e+02,-5.9130005e+01,-7.0889984e+01
2023488,4.2859009e+02,-5.5350006e+01,-6.9239990e+01
2023489,4.3297974e+02,-4.8750000e+01,-6.5239960e+01
2023490,4.3835986e+02,-4.4519989e+01,-6.2569977e+01
2023491,4.4217993e+02,-3.9230011e+01,-5.9059998e+01
2023492,4.4621997e+02,-3.5299988e+01,-5.6199982e+01
2023493,4.1302979e+02,-7.6479996e+01,-8.1680023e+01
2023494,4.1985010e+02,-6.9339996e+01,-7.7089996e+01
2023495,4.2259985e+02,-6.4989990e+01,-7.4139984e+01
2023496,4.2709009e+02,-5.8000000e+01,-7.0139984e+01
2023497,4.3093994e+02,-5.2839996e+01,-6.7769989e+01
2023498,4.3461987e+02,-4.6149994e+01,-6.4050018e+01
2023499,4.3861011e+02,-4.2450012e+01,-6.2429993e+01
2023500,4.4159033e+02,-3.6739990e+01,-5.8970001e+01
2023501,4.4483984e+02,-3.3410004e+01,-5.6880005e+01
2023502,4.4728003e+02,-2.9190002e+01,-5.3959991e+01
2023503,4.2134985e+02,-6.6419983e+01,-7.6269989e+01
2023504,4.2442017e+02,-6.2690002e+01,-7.3080017e+01
2023505,4.3005981e+02,-5.6220001e+01,-6.9539978e+01
2023506,4.3299976e+02,-5.2140015e+01,-6.6800018e+01
2023507,4.3564990e+02,-4.5970001e+01,-6.3559998e+01
2023508,4.3964014e+02,-4.0440002e+01,-6.3299988e+01
2023509,4.4068970e+02,-3.6170013e+01,-5.9109985e+01
2023510,4.4287012e+02,-3.3630005e+01,-5.7949982e+01
2023511,4.4416992e+02,-2.9690002e+01,-5.5210022e+01
2023512,4.4506030e+02,-2.9380005e+01,-5.3199982e+01
2023513,3.2383008e+02,-5.2850006e+01,-9.1309998e+01
2023514,3.6077979e+02,-4.7430023e+01,-8.8970001e+01
2023515,3.9158984e+02,-5.3899994e+01,-8.6410004e+01
2023516,4.0929004e+02,-6.3630005e+01,-8.3250000e+01
2023517,3.2739014e+02,-4.8470001e+01,-9.0760010e+01
2023518,3.6243994e+02,-5.2709991e+01,-8.8629974e+01
2023519,3.9831006e+02,-5.4329987e+01,-8.5029999e+01
2023520,4.1820996e+02,-7.3440002e+01,-8.3100006e+01
2023521,3.3082959e+02,-4.4450012e+01,-8.9599976e+01
2023522,3.6955957e+02,-4.7470001e+01,-8.7230011e+01
2023523,4.0524023e+02,-5.6830017e+01,-8.5159973e+01
2023524,4.1300000e+02,-7.4789978e+01,-8.4049988e+01
2023525,2.6696973e+02,-4.9599915e+00,-5.2669983e+01
2023526,2.6179004e+02,8.6199951e+00,-5.2589996e+01
2023527,2.4596973e+02,1.8470001e+01,-4.0559998e+01
2023528,2.4757031e+02,1.9779999e+01,-4.8750000e+01
2023529,2.5050977e+02,1.7970001e+01,-4.6199982e+01
2023530,2.4733008e+02,3.2479980e+01,-3.6230011e+01
2023531,2.7308984e+02,-8.4000244e+00,-5.5470001e+01
