NodeNumber,xDisp,yDisp,zDisp
2023483,4.1524976e+02,-5.2120026e+01,-1.0482999e+02
2023484,4.2002002e+02,-4.7600006e+01,-9.9989990e+01
2023485,4.2284985e+02,-4.4350006e+01,-9.6269989e+01
2023486,4.2759985e+02,-4.0250000e+01,-9.2440002e+01
2023487,4.3050000e+02,-3.5660004e+01,-8.8299957e+01
2023488,4.3595972e+02,-3.1990021e+01,-8.4749969e+01
2023489,4.3957983e+02,-2.7089996e+01,-8.0119965e+01
2023490,4.4545996e+02,-2.3500000e+01,-7.5779999e+01
2023491,4.4946997e+02,-1.9220001e+01,-7.1130005e+01
2023492,4.5386011e+02,-1.6399994e+01,-6.6749969e+01
2023493,4.1204004e+02,-4.9049988e+01,-1.0211002e+02
2023494,4.1877002e+02,-4.3510010e+01,-9.7460022e+01
2023495,4.2403979e+02,-3.8300018e+01,-9.2919983e+01
2023496,4.2721021e+02,-3.4339996e+01,-8.8679993e+01
2023497,4.3327979e+02,-2.9170013e+01,-8.4570007e+01
2023498,4.3646997e+02,-2.4079987e+01,-8.0000000e+01
2023499,4.4317993e+02,-1.9690002e+01,-7.6109985e+01
2023500,4.4704004e+02,-1.4919983e+01,-7.1260010e+01
2023501,4.5104004e+02,-1.2160004e+01,-6.7489990e+01
2023502,4.5430005e+02,-8.4299927e+00,-6.3160004e+01
2023503,4.1569995e+02,-4.1440002e+01,-9.7979980e+01
2023504,4.2046021e+02,-3.6380005e+01,-9.3369995e+01
2023505,4.2611011e+02,-3.1350006e+01,-8.9089996e+01
2023506,4.3132007e+02,-2.6820007e+01,-8.4059998e+01
2023507,4.3212012e+02,-2.4119995e+01,-7.9899994e+01
2023508,4.4045020e+02,-1.6400024e+01,-7.7859985e+01
2023509,4.4305981e+02,-1.2649994e+01,-7.1769989e+01
2023510,4.4650000e+02,-1.0419983e+01,-6.8750000e+01
2023511,4.4912012e+02,-6.9799805e+00,-6.4550018e+01
2023512,4.5146021e+02,-6.1799927e+00,-6.1250000e+01
2023513,3.3085986e+02,-3.9029999e+01,-1.0744000e+02
2023514,3.7035010e+02,-3.5029999e+01,-1.1151001e+02
2023515,3.9895996e+02,-3.9269989e+01,-1.1235001e+02
2023516,4.1327002e+02,-4.8529999e+01,-1.0957999e+02
2023517,3.3012988e+02,-3.6019989e+01,-1.0746002e+02
2023518,3.6529004e+02,-3.7550018e+01,-1.1075000e+02
2023519,4.0469971e+02,-4.1639984e+01,-1.1197000e+02
2023520,4.0933984e+02,-5.6260010e+01,-1.0970999e+02
2023521,3.3000977e+02,-2.6860016e+01,-1.0614999e+02
2023522,3.7020996e+02,-3.0849976e+01,-1.0857999e+02
2023523,4.0077002e+02,-4.3690002e+01,-1.1394000e+02
2023524,4.0597998e+02,-4.9250000e+01,-1.0588000e+02
2023525,2.6396973e+02,1.0579987e+01,-5.7729980e+01
2023526,2.5872998e+02,2.4160004e+01,-5.6380005e+01
