NodeNumber,xDisp,yDisp,zDisp
2023483,4.2136011e+02,-5.1300018e+01,-1.0091998e+02
2023484,4.2281982e+02,-4.9040009e+01,-9.7049988e+01
2023485,4.2621997e+02,-4.5540009e+01,-9.2570007e+01
2023486,4.2963989e+02,-4.1709991e+01,-8.9549988e+01
2023487,4.3308008e+02,-3.6389984e+01,-8.4699982e+01
2023488,4.3855981e+02,-3.2580017e+01,-8.1569977e+01
2023489,4.4376978e+02,-2.6679993e+01,-7.6089966e+01
2023490,4.5039014e+02,-2.2759979e+01,-7.1809998e+01
2023491,4.5594995e+02,-1.7410004e+01,-6.6570007e+01
2023492,4.6176001e+02,-1.3339996e+01,-6.2079987e+01
2023493,4.1929980e+02,-4.5869995e+01,-9.7930023e+01
2023494,4.2562988e+02,-4.1980011e+01,-9.2610016e+01
2023495,4.2953979e+02,-3.7769989e+01,-8.8669983e+01
2023496,4.3313013e+02,-3.3710022e+01,-8.3989990e+01
2023497,4.3900977e+02,-2.8470001e+01,-8.0259979e+01
2023498,4.4382983e+02,-2.2339996e+01,-7.4850006e+01
2023499,4.5007983e+02,-1.8380005e+01,-7.1239990e+01
2023500,4.5422998e+02,-1.3000000e+01,-6.6450012e+01
2023501,4.5912988e+02,-9.5199890e+00,-6.2500000e+01
2023502,4.6351001e+02,-4.5899963e+00,-5.8100006e+01
2023503,4.2559985e+02,-3.6940002e+01,-9.1239990e+01
2023504,4.2921997e+02,-3.2449982e+01,-8.7070007e+01
2023505,4.3424976e+02,-2.8820007e+01,-8.2539978e+01
2023506,4.3934009e+02,-2.4620026e+01,-7.8700012e+01
2023507,4.4200000e+02,-2.0920013e+01,-7.4369995e+01
2023508,4.4893018e+02,-1.4700012e+01,-7.1779999e+01
2023509,4.5137964e+02,-1.0140015e+01,-6.6519989e+01
2023510,4.5502979e+02,-7.6900024e+00,-6.3519989e+01
2023511,4.5816016e+02,-3.1499939e+00,-5.9490021e+01
2023512,4.6017017e+02,-2.6300049e+00,-5.5989990e+01
2023513,3.4068018e+02,-3.4440002e+01,-1.0282001e+02
2023514,3.8087988e+02,-2.8900024e+01,-1.0485001e+02
2023515,4.0583008e+02,-3.7959991e+01,-1.0469000e+02
2023516,4.2010010e+02,-4.7670013e+01,-1.0412000e+02
2023517,3.4100977e+02,-3.1540009e+01,-1.0189001e+02
2023518,3.7581982e+02,-3.3520020e+01,-1.0537000e+02
2023519,4.1486963e+02,-3.7199982e+01,-1.0383002e+02
2023520,4.1685010e+02,-5.3570007e+01,-1.0462000e+02
2023521,3.3956006e+02,-2.5750000e+01,-1.0285999e+02
2023522,3.8083984e+02,-2.8339996e+01,-1.0285999e+02
2023523,4.1157031e+02,-4.1309998e+01,-1.0684998e+02
2023524,4.1637988e+02,-4.2919983e+01,-9.9660004e+01
2023525,2.7283008e+02,2.9760010e+01,-5.7649994e+01
2023526,2.6972998e+02,3.8579987e+01,-5.4709991e+01
2023527,2.5241016e+02,4.6669983e+01,-5.0339996e+01
2023528,2.4855029e+02,5.2190002e+01,-5.2199982e+01
2023529,2.5315967e+02,5.1769989e+01,-5.2540009e+01
2023530,2.4818018e+02,6.3089996e+01,-4.1110016e+01
2023531,2.8321973e+02,2.0479980e+01,-5.6139984e+01
2023532,2.7250000e+02,2.1769989e+01,-5.2359985e+01
2023533,2.8318018e+02,2.0230011e+01,-5.1970001e+01
2023534,2.7616992e+02,1.4079987e+01,-6.3540009e+01
2023535,2.8316016e+02,1.3859985e+01,-7.4729980e+01
2023536,2.8749023e+02,1.7869995e+01,-6.9569977e+01
2023537,3.7035986e+02,-3.1630005e+01,-7.9050018e+01
2023538,3.8188989e+02,-3.0429993e+01,-6.8130005e+01
2023539,4.0501978e+02,-2.3869995e+01,-5.7540009e+01
2023540,4.1131006e+02,-1.8889984e+01,-5.4979980e+01
2023541,4.1414990e+02,-1.4869995e+01,-5.5169983e+01
2023542,4.1654028e+02,-1.3800018e+01,-5.0790009e+01
2023543,4.1895996e+02,-1.3090027e+01,-4.8159973e+01
2023544,4.2122998e+02,-1.4239990e+01,-4.1899994e+01
2023545,4.2631006e+02,-1.3379974e+01,-3.5860016e+01
2023546,4.3092017e+02,-1.4710022e+01,-2.8579987e+01
2023547,3.5955005e+02,-3.5160004e+01,-7.9520020e+01
2023548,3.8407983e+02,-2.8540009e+01,-6.7319977e+01
2023549,4.1024976e+02,-2.3480011e+01,-6.0430023e+01
2023550,4.1787988e+02,-1.6759979e+01,-5.2409973e+01
2023551,4.2033984e+02,-1.5320007e+01,-4.8649994e+01
2023552,4.2449976e+02,-1.6259979e+01,-4.2529999e+01
2023553,4.2496997e+02,-1.6159973e+01,-3.8480011e+01
2023554,4.2704004e+02,-1.4779999e+01,-3.6620026e+01
2023555,4.2909985e+02,-1.4680023e+01,-3.1750000e+01
2023556,4.3316016e+02,-1.4410004e+01,-2.6229980e+01
2023557,3.5409985e+02,-3.6179993e+01,-7.6829987e+01
2023558,3.7662988e+02,-3.1679993e+01,-6.8290009e+01
2023559,4.0312988e+02,-2.3109985e+01,-5.9820007e+01
2023560,4.2336987e+02,-1.7859985e+01,-4.7720001e+01
2023561,4.2583032e+02,-1.6520020e+01,-4.4049988e+01
2023562,4.2485010e+02,-1.6739990e+01,-4.0629974e+01
2023563,4.2764014e+02,-1.5959991e+01,-3.8049988e+01
2023564,4.2926001e+02,-1.5669983e+01,-3.3670013e+01
2023565,4.3208984e+02,-1.5100006e+01,-3.0000000e+01
2023566,4.3465991e+02,-1.4670013e+01,-2.4949982e+01
2023567,3.4823022e+02,-3.7289978e+01,-8.1939972e+01
2023568,3.7170996e+02,-3.2239990e+01,-7.0789978e+01
2023569,3.9641968e+02,-2.5830017e+01,-6.3490021e+01
2023570,4.1575024e+02,-1.9039978e+01,-5.6300018e+01
2023571,4.2446021e+02,-1.8029999e+01,-4.4340027e+01
2023572,4.2651978e+02,-1.6839996e+01,-4.2330017e+01
2023573,4.2646997e+02,-1.5940002e+01,-3.9190002e+01
2023574,4.2887012e+02,-1.5809998e+01,-3.6130005e+01
2023575,4.3213989e+02,-1.5070007e+01,-3.0990021e+01
2023576,4.3590015e+02,-1.4880005e+01,-2.6119995e+01
2023577,3.7680005e+02,-3.2500000e+01,-8.1290009e+01
2023578,3.8519019e+02,-3.3420013e+01,-7.1109985e+01
2023579,4.0118994e+02,-2.8010010e+01,-6.3900024e+01
2023580,4.0736987e+02,-2.3089996e+01,-6.0769989e+01
2023581,4.1208984e+02,-1.8579987e+01,-5.8570007e+01
2023582,4.1516992e+02,-1.8270020e+01,-5.5149994e+01
2023583,4.1943994e+02,-1.5179993e+01,-4.8730011e+01
2023584,4.2494995e+02,-1.4239990e+01,-4.3039978e+01
2023585,4.2960010e+02,-1.3620026e+01,-3.6099976e+01
2023586,4.3530005e+02,-1.4790009e+01,-2.9720001e+01
2023587,4.0208008e+02,-3.8699982e+01,-8.8510010e+01
2023588,4.0587988e+02,-3.7089996e+01,-8.1639984e+01
2023589,4.1220020e+02,-3.3570007e+01,-7.5830017e+01
2023590,4.1824976e+02,-3.1290009e+01,-6.9589996e+01
2023591,4.2375977e+02,-2.4540009e+01,-6.5040009e+01
2023592,4.3161987e+02,-1.6739990e+01,-6.4649994e+01
2023593,4.3541016e+02,-1.2700012e+01,-5.8369995e+01
2023594,4.4059985e+02,-9.7099915e+00,-5.5059998e+01
2023595,4.4503027e+02,-6.4500122e+00,-5.0330017e+01
2023596,4.5048999e+02,-7.0700073e+00,-4.5409973e+01
2023597,4.4280005e+02,-1.0480011e+01,-3.6299988e+01
2023598,4.3811011e+02,-1.1289978e+01,-4.2909973e+01
2023599,4.3285986e+02,-1.3139984e+01,-4.8080017e+01
2023600,4.2842017e+02,-1.3820007e+01,-5.4399994e+01
2023601,4.2216016e+02,-1.6410004e+01,-5.7390015e+01
2023602,4.1491016e+02,-2.8670013e+01,-6.0910004e+01
2023603,4.0783984e+02,-3.5559998e+01,-6.3700012e+01
2023604,4.0225977e+02,-4.0580017e+01,-6.9820007e+01
2023605,3.9773999e+02,-4.3389984e+01,-7.8339996e+01
2023606,3.8975000e+02,-3.6709991e+01,-8.6190002e+01
2023607,4.3474023e+02,-1.4230011e+01,-2.2539978e+01
2023608,4.3840991e+02,-1.3929993e+01,-1.6929993e+01
2023609,4.4192993e+02,-1.3470001e+01,-1.0959991e+01
2023610,4.4569995e+02,-1.3109985e+01,-4.4599915e+00
2023611,4.5181006e+02,-1.1709991e+01,4.5199890e+00
2023612,4.6342017e+02,-9.6099854e+00,1.8190002e+01
2023613,4.7949976e+02,-9.3700256e+00,2.8209991e+01
2023614,4.3894019e+02,-1.5679993e+01,-2.4690002e+01
2023615,4.4343994e+02,-1.4750000e+01,-1.8869995e+01
2023616,4.4844019e+02,-1.3099976e+01,-1.3029999e+01
2023617,4.5302979e+02,-1.3579987e+01,-7.4599915e+00
2023618,4.5812012e+02,-1.5049988e+01,-7.5000000e-01
2023619,4.6440015e+02,-1.8750000e+01,5.1499939e+00
2023620,4.7713989e+02,-1.4730011e+01,1.5160004e+01
2023621,4.5565015e+02,-8.0100098e+00,-3.8940002e+01
2023622,4.6047998e+02,-8.7799988e+00,-3.2970001e+01
2023623,4.6801025e+02,-4.9800110e+00,-2.8240021e+01
2023624,4.7487012e+02,-8.4199829e+00,-2.1109985e+01
2023625,4.8195996e+02,-1.3069977e+01,-1.3320007e+01
2023626,4.8740991e+02,-1.7579987e+01,-5.7399902e+00
2023627,4.8955981e+02,-1.9450012e+01,-2.0200195e+00
2023628,4.4809985e+02,-1.4679993e+01,-3.1119995e+01
2023629,4.5312964e+02,-1.6589996e+01,-2.5950012e+01
2023630,4.5794995e+02,-1.4330017e+01,-2.0059998e+01
2023631,4.6307007e+02,-9.4100037e+00,-1.3430023e+01
2023632,4.7126001e+02,-1.7369995e+01,-7.8999939e+00
2023633,4.8436011e+02,-2.9940002e+01,-4.0199890e+00
2023634,4.9233008e+02,-3.5450012e+01,3.2999878e+00
2023635,2.4797021e+02,6.6699982e+01,-1.8899994e+01
2023636,2.7241992e+02,5.7890015e+01,-3.0730011e+01
2023637,2.8883984e+02,4.9270020e+01,-4.3190002e+01
2023638,2.9277002e+02,4.0269989e+01,-5.1880005e+01
2023639,3.0420996e+02,3.5690002e+01,-6.3350006e+01
2023640,3.1133984e+02,3.0019989e+01,-7.4349976e+01
2023641,3.2204980e+02,2.0929993e+01,-8.4029999e+01
2023642,2.5075000e+02,6.5500000e+01,-2.2229980e+01
2023643,2.7145996e+02,5.7440002e+01,-3.9290009e+01
2023644,2.7641016e+02,4.7440002e+01,-4.8170013e+01
2023645,2.8295996e+02,3.8429993e+01,-4.8029999e+01
2023646,2.8522998e+02,2.5670013e+01,-5.1769989e+01
2023647,2.9775977e+02,2.3220001e+01,-6.7669983e+01
2023648,3.0564990e+02,1.7040009e+01,-8.0529999e+01
2023649,2.4787012e+02,6.3089996e+01,-2.9899994e+01
2023650,2.6239990e+02,5.4480011e+01,-4.4570007e+01
2023651,2.6951025e+02,4.6309998e+01,-5.0419983e+01
2023652,2.7059961e+02,3.3869995e+01,-5.2639984e+01
2023653,2.7709033e+02,2.5869995e+01,-5.3390015e+01
2023654,2.8112012e+02,1.4040009e+01,-6.0649994e+01
2023655,2.9088037e+02,6.6900024e+00,-7.2320007e+01
2023656,2.4881982e+02,5.9449982e+01,-3.4959991e+01
2023657,2.5464014e+02,5.3850006e+01,-4.8679993e+01
2023658,2.5818994e+02,4.0799988e+01,-5.4360016e+01
2023659,2.6422998e+02,3.3559998e+01,-5.9230011e+01
2023660,2.6406982e+02,2.1109985e+01,-5.6029999e+01
2023661,2.7107031e+02,1.0959991e+01,-5.9769989e+01
2023662,2.7531006e+02,1.2300110e+00,-6.6950012e+01
2023663,2.3495996e+02,7.1209991e+01,-4.0000000e+01
2023664,2.7432031e+02,5.4369995e+01,-3.3690002e+01
2023665,2.8867041e+02,4.2820007e+01,-4.6829987e+01
2023666,2.9726025e+02,3.5839996e+01,-5.7149994e+01
2023667,3.0514014e+02,2.6950012e+01,-6.9050018e+01
2023668,3.1112988e+02,2.6890015e+01,-7.7600006e+01
2023669,3.1614014e+02,1.9070007e+01,-8.5140015e+01
2023670,2.5335010e+02,5.1429993e+01,-4.1410004e+01
2023671,2.3358984e+02,6.7760010e+01,-4.5160004e+01
2023672,3.4187988e+02,4.3699951e+00,-9.5460007e+01
2023673,3.4879004e+02,-7.2900085e+00,-9.6289993e+01
2023674,3.5735986e+02,-1.6369995e+01,-9.2470001e+01
2023675,3.6348047e+02,-2.4910004e+01,-8.6720001e+01
2023676,3.5089014e+02,-3.1420013e+01,-9.0820007e+01
2023677,3.4320020e+02,-2.3750000e+01,-9.5520004e+01
2023678,3.3661963e+02,-1.3309998e+01,-9.4260010e+01
2023679,3.2649023e+02,-4.2399902e+00,-9.0250000e+01
2023680,3.3750977e+02,-3.8339996e+01,-9.3559982e+01
2023681,3.3277002e+02,-3.0779999e+01,-9.9750000e+01
2023682,3.2416992e+02,-2.0450012e+01,-9.7489990e+01
2023683,3.1697998e+02,-1.0420013e+01,-8.9679993e+01
2023684,3.0283984e+02,-2.0450012e+01,-8.9210022e+01
