NodeNumber,xDisp,yDisp,zDisp
2023483,4.2698999e+02,-4.9100006e+01,-1.0245999e+02
2023484,4.2964990e+02,-4.6190002e+01,-9.7250000e+01
2023485,4.3305005e+02,-4.3339996e+01,-9.3609985e+01
2023486,4.3651978e+02,-4.0059998e+01,-9.0040009e+01
2023487,4.3927002e+02,-3.5769989e+01,-8.6039978e+01
2023488,4.4395972e+02,-3.2600006e+01,-8.2619995e+01
2023489,4.4761987e+02,-2.7889984e+01,-7.8109985e+01
2023490,4.5247998e+02,-2.4899994e+01,-7.3970001e+01
2023491,4.5628003e+02,-2.0769989e+01,-6.9529999e+01
2023492,4.6019995e+02,-1.8190002e+01,-6.5259979e+01
2023493,4.2160010e+02,-4.8229980e+01,-9.9800018e+01
2023494,4.2810010e+02,-4.3500000e+01,-9.5300018e+01
2023495,4.3221997e+02,-3.8720001e+01,-9.0809998e+01
2023496,4.3619995e+02,-3.4520020e+01,-8.6479980e+01
2023497,4.4110010e+02,-2.9820007e+01,-8.2529999e+01
2023498,4.4532007e+02,-2.4190002e+01,-7.7740021e+01
2023499,4.5019995e+02,-2.1029999e+01,-7.4129974e+01
2023500,4.5331006e+02,-1.6829987e+01,-6.9880005e+01
2023501,4.5700000e+02,-1.4390015e+01,-6.6130005e+01
2023502,4.6034009e+02,-1.0639984e+01,-6.2010010e+01
2023503,4.2469995e+02,-4.0730011e+01,-9.5619995e+01
2023504,4.2878003e+02,-3.6100006e+01,-9.0880005e+01
2023505,4.3396997e+02,-3.2109985e+01,-8.7019989e+01
2023506,4.3851001e+02,-2.7790009e+01,-8.2640015e+01
2023507,4.4187988e+02,-2.3740021e+01,-7.7979980e+01
2023508,4.4635986e+02,-1.8830017e+01,-7.5729980e+01
2023509,4.4889966e+02,-1.5070007e+01,-7.0589996e+01
2023510,4.5216016e+02,-1.3230011e+01,-6.7470001e+01
2023511,4.5485986e+02,-9.5699768e+00,-6.3510010e+01
2023512,4.5704028e+02,-9.0199890e+00,-6.0000000e+01
2023513,3.3585986e+02,-3.5490021e+01,-1.0616998e+02
2023514,3.7468994e+02,-3.0450012e+01,-1.0882001e+02
2023515,4.0515967e+02,-3.2799988e+01,-1.0943002e+02
2023516,4.2211035e+02,-4.2709991e+01,-1.0667999e+02
2023517,3.3533984e+02,-3.2279999e+01,-1.0602002e+02
2023518,3.7154980e+02,-3.3089996e+01,-1.0872000e+02
2023519,4.1202979e+02,-3.3799988e+01,-1.0854001e+02
2023520,4.2139990e+02,-5.1670013e+01,-1.0739001e+02
2023521,3.3679980e+02,-2.2020020e+01,-1.0429999e+02
2023522,3.7663965e+02,-2.6009979e+01,-1.0585999e+02
2023523,4.1024023e+02,-3.6760010e+01,-1.1078000e+02
2023524,4.1583984e+02,-4.6419983e+01,-1.0360001e+02
2023525,2.6727979e+02,2.1679993e+01,-5.3579987e+01
2023526,2.6372021e+02,2.6309998e+01,-5.9000000e+01
2023527,2.4220996e+02,3.6570007e+01,-4.5839996e+01
2023528,2.4486035e+02,4.4449982e+01,-5.9869995e+01
2023529,2.4664990e+02,4.0649994e+01,-5.4209991e+01
2023530,2.4379004e+02,5.1500000e+01,-4.2970001e+01
2023531,2.7412988e+02,9.2399902e+00,-5.7419983e+01
2023532,2.6779004e+02,1.1899994e+01,-4.8059998e+01
2023533,2.7355029e+02,1.5779999e+01,-5.2259979e+01
2023534,2.6519971e+02,2.5329987e+01,-6.4399994e+01
2023535,2.7255029e+02,1.8629974e+01,-7.5160004e+01
2023536,2.7684033e+02,2.4130005e+01,-7.0789978e+01
2023537,3.6891992e+02,-3.2730011e+01,-8.3250000e+01
2023538,3.8120972e+02,-3.1349976e+01,-7.2699982e+01
2023539,4.0413989e+02,-2.4939972e+01,-6.1500000e+01
2023540,4.1006982e+02,-2.0389984e+01,-5.9869995e+01
2023541,4.1305029e+02,-1.7139984e+01,-5.9399994e+01
2023542,4.1517017e+02,-1.7089996e+01,-5.5630005e+01
2023543,4.1752002e+02,-1.6900024e+01,-5.3409973e+01
2023544,4.1939990e+02,-1.8779999e+01,-4.7500000e+01
2023545,4.2445996e+02,-1.8429993e+01,-4.1610016e+01
2023546,4.2859009e+02,-1.9570007e+01,-3.4869995e+01
2023547,3.5711011e+02,-3.6600006e+01,-8.3679993e+01
2023548,3.8226978e+02,-2.9790009e+01,-7.1259979e+01
2023549,4.0845972e+02,-2.4380005e+01,-6.4960022e+01
2023550,4.1525977e+02,-1.7989990e+01,-5.6739990e+01
2023551,4.1762012e+02,-1.6809998e+01,-5.3059998e+01
2023552,4.2178003e+02,-1.8759979e+01,-4.7500000e+01
2023553,4.2132007e+02,-1.9229980e+01,-4.4930023e+01
2023554,4.2304004e+02,-1.8500000e+01,-4.3570007e+01
2023555,4.2478979e+02,-1.9059998e+01,-3.9149994e+01
2023556,4.2866992e+02,-1.9160004e+01,-3.3809998e+01
2023557,3.5067993e+02,-3.8089996e+01,-7.9759979e+01
2023558,3.7402002e+02,-3.3390015e+01,-7.2089996e+01
2023559,4.0031982e+02,-2.4320007e+01,-6.3610016e+01
2023560,4.2056030e+02,-1.9130005e+01,-5.1779999e+01
2023561,4.2292017e+02,-1.8029999e+01,-4.8169983e+01
2023562,4.2116992e+02,-1.9130005e+01,-4.5429993e+01
2023563,4.2323975e+02,-1.8919983e+01,-4.4199982e+01
2023564,4.2396997e+02,-1.9179993e+01,-4.1000000e+01
2023565,4.2666016e+02,-1.9139984e+01,-3.7419983e+01
2023566,4.2928003e+02,-1.9279999e+01,-3.2539978e+01
2023567,3.4438989e+02,-3.9750000e+01,-8.5279999e+01
2023568,3.6789990e+02,-3.3890015e+01,-7.3929993e+01
2023569,3.9309985e+02,-2.7470001e+01,-6.7460022e+01
2023570,4.1226001e+02,-2.0339996e+01,-6.0059998e+01
2023571,4.2044995e+02,-1.9699982e+01,-4.8529999e+01
2023572,4.2226001e+02,-1.9220001e+01,-4.7190002e+01
2023573,4.2161011e+02,-1.8870026e+01,-4.4839996e+01
2023574,4.2362988e+02,-1.9279999e+01,-4.2429993e+01
2023575,4.2653003e+02,-1.9110016e+01,-3.7640015e+01
2023576,4.2969019e+02,-1.9380005e+01,-3.3190002e+01
2023577,3.7548999e+02,-3.3440002e+01,-8.6600006e+01
2023578,3.8449976e+02,-3.4920013e+01,-7.5459991e+01
2023579,4.0057031e+02,-2.9070007e+01,-6.8870026e+01
2023580,4.0663013e+02,-2.4950012e+01,-6.5009979e+01
2023581,4.1132031e+02,-2.1260010e+01,-6.3750000e+01
2023582,4.1420020e+02,-2.2000000e+01,-6.0420013e+01
2023583,4.1810986e+02,-1.9040009e+01,-5.4239990e+01
2023584,4.2346997e+02,-1.8649994e+01,-4.8589996e+01
2023585,4.2770996e+02,-1.8610016e+01,-4.1869995e+01
2023586,4.3296997e+02,-1.9320007e+01,-3.5769989e+01
2023587,4.0085010e+02,-3.9839996e+01,-9.3920013e+01
2023588,4.0543994e+02,-3.9539978e+01,-8.6199982e+01
2023589,4.1145996e+02,-3.6470001e+01,-8.1040009e+01
2023590,4.1713989e+02,-3.5740021e+01,-7.3770020e+01
2023591,4.2252979e+02,-2.8429993e+01,-7.0290009e+01
2023592,4.3000024e+02,-2.0589996e+01,-6.9330017e+01
2023593,4.3368994e+02,-1.6399994e+01,-6.3859985e+01
2023594,4.3849976e+02,-1.5140015e+01,-5.9879974e+01
2023595,4.4262012e+02,-1.2869995e+01,-5.5020020e+01
2023596,4.4763013e+02,-1.3320007e+01,-5.0250000e+01
2023597,4.4029028e+02,-1.6089996e+01,-4.1919983e+01
2023598,4.3594019e+02,-1.6849976e+01,-4.8199982e+01
2023599,4.3100977e+02,-1.7739990e+01,-5.3450012e+01
2023600,4.2688013e+02,-1.8240021e+01,-5.9509979e+01
2023601,4.2085010e+02,-2.0589996e+01,-6.2890015e+01
2023602,4.1397998e+02,-3.2460022e+01,-6.5919983e+01
2023603,4.0712012e+02,-3.8700012e+01,-6.9399994e+01
2023604,4.0162012e+02,-4.2660004e+01,-7.4910004e+01
2023605,3.9661987e+02,-4.4949982e+01,-8.3750000e+01
2023606,3.8912012e+02,-3.7859985e+01,-9.0580017e+01
2023607,4.3180029e+02,-1.9430023e+01,-2.9440002e+01
2023608,4.3513989e+02,-1.9470001e+01,-2.4049988e+01
2023609,4.3821997e+02,-1.9460022e+01,-1.8579987e+01
2023610,4.4151978e+02,-1.9429993e+01,-1.2750000e+01
2023611,4.4633984e+02,-1.8570007e+01,-4.5899963e+00
2023612,4.5513989e+02,-1.6819977e+01,7.6600037e+00
2023613,4.6778003e+02,-1.6490021e+01,1.8500000e+01
2023614,4.3633032e+02,-2.0159973e+01,-3.1040009e+01
2023615,4.4018018e+02,-1.9940002e+01,-2.5690002e+01
2023616,4.4449976e+02,-1.8669983e+01,-2.0230011e+01
2023617,4.4847998e+02,-1.9299988e+01,-1.4979980e+01
2023618,4.5262988e+02,-2.0709991e+01,-9.0000000e+00
2023619,4.5743970e+02,-2.5100006e+01,-3.8099976e+00
2023620,4.6633032e+02,-2.2200012e+01,5.4800110e+00
2023621,4.5265015e+02,-1.5260010e+01,-4.4220001e+01
2023622,4.5747021e+02,-1.8120026e+01,-3.8230011e+01
2023623,4.6347998e+02,-1.7049988e+01,-3.2720001e+01
2023624,4.6897998e+02,-2.0429993e+01,-2.6289978e+01
2023625,4.7435010e+02,-2.4000000e+01,-1.9870026e+01
2023626,4.7861011e+02,-2.7889984e+01,-1.3100006e+01
2023627,4.7971021e+02,-2.8779999e+01,-1.0470001e+01
2023628,4.4478003e+02,-1.8759979e+01,-3.6910004e+01
2023629,4.4924976e+02,-2.0839996e+01,-3.2049988e+01
2023630,4.5340015e+02,-2.0050018e+01,-2.6489990e+01
2023631,4.5784009e+02,-1.6880005e+01,-2.0230011e+01
2023632,4.6396997e+02,-2.3820007e+01,-1.5189972e+01
2023633,4.7396997e+02,-3.6220001e+01,-1.2720001e+01
2023634,4.8160010e+02,-4.3140015e+01,-6.2699890e+00
2023635,2.4399023e+02,5.4589996e+01,-2.2980011e+01
2023636,2.6797998e+02,4.5480011e+01,-3.1380005e+01
2023637,2.7858008e+02,4.0399994e+01,-4.0230011e+01
2023638,2.8487012e+02,3.3050018e+01,-4.7230011e+01
2023639,2.9703027e+02,3.3309998e+01,-6.1239990e+01
2023640,3.0683984e+02,2.8690002e+01,-7.5299988e+01
2023641,3.1633984e+02,2.0529999e+01,-8.4779999e+01
2023642,2.4561963e+02,5.2360016e+01,-2.4750000e+01
2023643,2.6645020e+02,4.8339996e+01,-4.0040009e+01
2023644,2.7020020e+02,3.9470001e+01,-4.3739990e+01
2023645,2.7260010e+02,3.1369995e+01,-4.1070007e+01
2023646,2.7902979e+02,2.2059998e+01,-5.1569977e+01
2023647,2.9198975e+02,2.2169983e+01,-6.7910004e+01
2023648,3.0143994e+02,1.7649994e+01,-8.1819977e+01
2023649,2.4545996e+02,5.3200012e+01,-2.7290009e+01
2023650,2.5749023e+02,4.6369995e+01,-4.3910004e+01
2023651,2.6318018e+02,3.7359985e+01,-4.9209991e+01
2023652,2.6527002e+02,2.9529999e+01,-4.8459991e+01
2023653,2.6853027e+02,1.9750000e+01,-4.9670013e+01
2023654,2.7541992e+02,1.2740021e+01,-6.0919983e+01
2023655,2.8550000e+02,5.7900085e+00,-7.3660004e+01
2023656,2.4495020e+02,5.1970001e+01,-3.6919983e+01
2023657,2.5141016e+02,4.3959991e+01,-4.6699982e+01
2023658,2.5484961e+02,3.5599976e+01,-5.5350006e+01
2023659,2.5758984e+02,2.6149994e+01,-5.6399994e+01
2023660,2.5915967e+02,1.8169983e+01,-5.2840027e+01
2023661,2.6581006e+02,9.4599915e+00,-6.0440002e+01
2023662,2.7058008e+02,1.5200195e+00,-6.8570007e+01
2023663,2.3304004e+02,6.2049988e+01,-4.1500000e+01
2023664,2.6429004e+02,4.1009979e+01,-3.1879974e+01
2023665,2.8542041e+02,3.2020020e+01,-4.8760010e+01
2023666,2.8578027e+02,2.8809998e+01,-5.3649994e+01
2023667,2.9964990e+02,2.3890015e+01,-7.0269989e+01
2023668,3.0466016e+02,2.4670013e+01,-7.7309998e+01
2023669,3.1068994e+02,2.1059998e+01,-8.8990021e+01
2023670,2.4991016e+02,4.1119995e+01,-4.4450012e+01
2023671,2.2639014e+02,5.6809998e+01,-4.1920013e+01
2023672,3.3700000e+02,5.8299866e+00,-9.8060013e+01
2023673,3.4549023e+02,-5.6799927e+00,-1.0011000e+02
2023674,3.5433984e+02,-1.5839996e+01,-9.5689987e+01
2023675,3.6132031e+02,-2.4750000e+01,-9.1339996e+01
2023676,3.4785010e+02,-3.2310028e+01,-9.4200012e+01
2023677,3.3981982e+02,-2.3389984e+01,-9.9250000e+01
2023678,3.3190967e+02,-1.3160004e+01,-9.7270004e+01
2023679,3.2212988e+02,-2.7300110e+00,-9.4909988e+01
2023680,3.3398975e+02,-4.0130005e+01,-9.7419983e+01
2023681,3.2794971e+02,-3.1479980e+01,-1.0157001e+02
2023682,3.1974023e+02,-2.0260010e+01,-1.0168999e+02
2023683,3.1077002e+02,-1.0730011e+01,-9.2479996e+01
2023684,2.9849023e+02,-2.0980011e+01,-9.1740005e+01
2023685,3.0793994e+02,-2.8050018e+01,-9.6110001e+01
2023686,3.1629980e+02,-3.6970001e+01,-1.0387999e+02
2023687,3.2708984e+02,-4.1360016e+01,-9.3949982e+01
2023688,3.3545996e+02,4.5300293e+00,-9.8289978e+01
2023689,3.5147021e+02,-7.2099915e+00,-1.0117999e+02
2023690,3.5858008e+02,-1.6050018e+01,-9.7550018e+01
2023691,3.6752979e+02,-2.5089996e+01,-9.1690002e+01
2023692,3.4286035e+02,-6.2300110e+00,-1.0035999e+02
2023693,3.7190967e+02,-1.5980011e+01,-1.0575998e+02
2023694,3.8639014e+02,-2.8059998e+01,-1.0800998e+02
2023695,3.9509033e+02,-3.6600006e+01,-1.0228000e+02
2023696,3.8164990e+02,-3.0409973e+01,-9.7789978e+01
2023697,3.7370996e+02,-2.2610016e+01,-1.0389999e+02
2023698,3.6287012e+02,-1.1600006e+01,-1.0460999e+02
2023699,3.4124023e+02,-2.0000000e+00,-9.9119995e+01
2023700,2.8466992e+02,1.5059998e+01,-7.6089996e+01
2023701,2.7979980e+02,3.5500183e+00,-6.6509979e+01
2023702,2.6631006e+02,1.6989990e+01,-5.2739990e+01
2023703,2.7816016e+02,1.3329987e+01,-7.1730011e+01
2023704,2.6758984e+02,5.6199951e+00,-6.3219971e+01
2023705,2.6802979e+02,6.1099854e+00,-6.1449982e+01
2023706,2.7847998e+02,1.5649994e+01,-7.3459991e+01
2023707,2.8002002e+02,2.4550018e+01,-7.6299988e+01
2023708,2.8150000e+02,-1.4010010e+01,-7.6789978e+01
2023709,2.9908008e+02,-1.3150024e+01,-8.7260010e+01
2023710,2.9044971e+02,-7.5399780e+00,-7.8250000e+01
2023711,2.8468994e+02,1.6999817e+00,-7.7209991e+01
2023712,2.9713965e+02,8.3999939e+00,-8.0889984e+01
2023713,2.9064990e+02,7.2099915e+00,-8.0019989e+01
2023714,3.1025000e+02,-6.8500061e+00,-8.8540009e+01
2023715,3.0636035e+02,-7.4400024e+00,-8.9470001e+01
2023716,3.1311035e+02,8.3299866e+00,-9.1279999e+01
2023717,3.0450977e+02,2.7699890e+00,-8.8019989e+01
2023718,3.2670996e+02,1.4709991e+01,-9.1390015e+01
2023719,3.2150000e+02,1.1739990e+01,-9.3820007e+01
2023720,4.7215015e+02,-3.5009979e+01,-7.2329956e+01
2023721,4.7705981e+02,-3.2250000e+01,-6.5179993e+01
2023722,4.8063989e+02,-2.9569977e+01,-5.8770020e+01
2023723,4.8410010e+02,-2.6709991e+01,-5.2070007e+01
2023724,4.8580005e+02,-2.3209991e+01,-4.5769958e+01
2023725,4.8881982e+02,-2.0309998e+01,-3.8989990e+01
2023726,4.9039014e+02,-1.6630005e+01,-3.3319946e+01
2023727,4.9696021e+02,-1.6020020e+01,-2.3570007e+01
2023728,4.7175977e+02,-3.5279999e+01,-7.5119995e+01
2023729,4.7793018e+02,-3.2399994e+01,-6.5799988e+01
2023730,4.8293018e+02,-2.9970001e+01,-5.8529968e+01
2023731,4.8556006e+02,-2.7360016e+01,-5.1290039e+01
2023732,4.8852002e+02,-2.4110016e+01,-4.3910034e+01
2023733,4.9023975e+02,-2.0990021e+01,-3.7519958e+01
2023734,4.9313013e+02,-1.7610016e+01,-3.1250000e+01
2023735,4.9976025e+02,-1.9470001e+01,-1.7330017e+01
2023736,4.7156030e+02,-3.5130005e+01,-7.7010010e+01
2023737,4.8016016e+02,-3.2910004e+01,-6.6429993e+01
2023738,4.8370020e+02,-3.0209991e+01,-5.8760010e+01
2023739,4.8795972e+02,-2.7949982e+01,-5.0510010e+01
2023740,4.9011011e+02,-2.4849976e+01,-4.2679993e+01
2023741,4.9250024e+02,-2.1659973e+01,-3.5969971e+01
2023742,4.9533008e+02,-1.8850006e+01,-2.8640015e+01
2023743,4.7264014e+02,-3.6589996e+01,-7.8760010e+01
2023744,4.7942993e+02,-3.2250000e+01,-6.7250000e+01
2023745,4.8650000e+02,-3.1180023e+01,-5.7580017e+01
2023746,4.8902979e+02,-2.7109985e+01,-4.7669983e+01
2023747,4.9164990e+02,-2.4700012e+01,-4.0739990e+01
2023748,4.9491016e+02,-2.1800018e+01,-3.3969971e+01
2023749,4.9693970e+02,-1.9269989e+01,-2.5799988e+01
2023750,5.0288965e+02,-2.0440002e+01,-1.1929993e+01
2023751,4.3498999e+02,-3.9450012e+01,-1.0681000e+02
2023752,4.4411987e+02,-4.0049988e+01,-9.9290009e+01
2023753,4.5476001e+02,-4.0809998e+01,-8.9580017e+01
2023754,4.5150024e+02,-4.0269989e+01,-9.3989990e+01
2023755,4.5350024e+02,-4.0670013e+01,-9.3320007e+01
2023756,4.5336011e+02,-3.8169983e+01,-9.2560028e+01
2023757,4.5499976e+02,-4.0040009e+01,-9.1839996e+01
2023758,4.6396997e+02,-3.7019989e+01,-8.5459991e+01
2023759,4.6392993e+02,-3.7699982e+01,-8.3850006e+01
2023760,4.5696997e+02,-3.8600006e+01,-8.9290009e+01
2023761,4.5324976e+02,-4.0339996e+01,-9.3559967e+01
2023762,4.5220996e+02,-3.9760010e+01,-9.2719971e+01
2023763,4.5365991e+02,-4.0849976e+01,-9.2510010e+01
2023764,4.5173999e+02,-4.0180023e+01,-9.3089996e+01
2023765,4.5088013e+02,-4.0540009e+01,-9.4690002e+01
2023766,4.4575000e+02,-3.8910004e+01,-1.0089999e+02
