NodeNumber,xDisp,yDisp,zDisp
2023483,4.3013989e+02,-5.9800018e+01,-5.8440002e+01
2023484,4.3218994e+02,-5.6760010e+01,-5.6679993e+01
2023485,4.3346997e+02,-5.3000000e+01,-5.4130005e+01
2023486,4.3488013e+02,-5.0829987e+01,-5.4089996e+01
2023487,4.3541016e+02,-4.6109985e+01,-5.1629974e+01
2023488,4.3988989e+02,-4.0010010e+01,-5.1229980e+01
2023489,4.4476978e+02,-3.3519989e+01,-4.7049988e+01
2023490,4.5120996e+02,-2.7759979e+01,-4.5130005e+01
2023491,4.5498022e+02,-2.2359985e+01,-4.1690002e+01
2023492,4.5963013e+02,-1.6989990e+01,-3.9329987e+01
2023493,4.2714014e+02,-6.6260010e+01,-6.0529999e+01
2023494,4.2912988e+02,-6.1990021e+01,-5.5940002e+01
2023495,4.3163989e+02,-5.6309998e+01,-5.5320007e+01
2023496,4.3421021e+02,-4.9410004e+01,-5.2149994e+01
2023497,4.4237012e+02,-3.9880005e+01,-5.0559998e+01
2023498,4.4663013e+02,-3.2889984e+01,-4.6279999e+01
2023499,4.5238989e+02,-2.6619995e+01,-4.5129974e+01
2023500,4.5516016e+02,-2.1100006e+01,-4.1610016e+01
2023501,4.5833984e+02,-1.6850006e+01,-4.0529999e+01
2023502,4.6023999e+02,-1.2950012e+01,-3.7570007e+01
2023503,4.3157007e+02,-5.7279999e+01,-5.6559998e+01
2023504,4.3419019e+02,-5.6250000e+01,-5.4420013e+01
2023505,4.3630981e+02,-5.2160004e+01,-5.1829987e+01
2023506,4.4549976e+02,-4.2559998e+01,-5.0290009e+01
2023507,4.4839014e+02,-3.5690002e+01,-4.6459991e+01
2023508,4.5368018e+02,-2.7150024e+01,-4.7839996e+01
2023509,4.5414966e+02,-2.3190002e+01,-4.2320007e+01
2023510,4.5658008e+02,-1.8950012e+01,-4.2039978e+01
2023511,4.5724023e+02,-1.5599976e+01,-3.9029999e+01
2023512,4.5784009e+02,-1.4980011e+01,-3.7230011e+01
2023513,3.2750000e+02,-3.9770020e+01,-7.7350006e+01
2023514,3.6008984e+02,-4.3710022e+01,-7.2260010e+01
2023515,3.9138965e+02,-4.3959991e+01,-6.6779999e+01
2023516,4.1935010e+02,-4.8619995e+01,-6.2589996e+01
2023517,3.3877002e+02,-2.9309998e+01,-7.0500000e+01
2023518,3.6816016e+02,-3.7720001e+01,-6.9629974e+01
2023519,4.0435986e+02,-3.7699982e+01,-6.3270020e+01
2023520,4.2895996e+02,-5.8110016e+01,-6.1440002e+01
2023521,3.4172998e+02,-2.4710022e+01,-6.8869995e+01
2023522,3.8055957e+02,-3.0160004e+01,-6.6109985e+01
2023523,4.1424023e+02,-3.9709991e+01,-6.1769989e+01
2023524,4.2889990e+02,-5.9630005e+01,-6.3500000e+01
2023525,2.7104004e+02,2.0220001e+01,-3.6369995e+01
2023526,2.6852002e+02,2.7170013e+01,-3.4959991e+01
2023527,2.5525000e+02,3.9769989e+01,-3.1260010e+01
2023528,2.4047021e+02,3.7799988e+01,-3.2889984e+01
2023529,2.5082959e+02,4.2630005e+01,-2.9089996e+01
2023530,2.4795996e+02,5.1649994e+01,-1.9730011e+01
2023531,2.8167969e+02,1.0169983e+01,-3.8679993e+01
2023532,2.7212988e+02,1.3539978e+01,-3.5739990e+01
2023533,2.7828027e+02,8.2799988e+00,-3.6190002e+01
2023534,2.7392969e+02,5.3499756e+00,-4.2550018e+01
2023535,2.7608008e+02,6.3399963e+00,-5.3540009e+01
2023536,2.8287012e+02,8.2300110e+00,-4.8089996e+01
2023537,3.9940967e+02,-3.5769989e+01,-5.5040009e+01
2023538,4.0419995e+02,-3.7309998e+01,-4.6169983e+01
2023539,4.2084009e+02,-3.1879974e+01,-3.5419983e+01
2023540,4.2487988e+02,-2.8589996e+01,-3.5010010e+01
2023541,4.2752002e+02,-2.5409973e+01,-3.5669983e+01
2023542,4.2809009e+02,-2.5279999e+01,-3.3730011e+01
2023543,4.3010986e+02,-2.5810028e+01,-3.2190002e+01
2023544,4.3108008e+02,-2.7059998e+01,-2.7470001e+01
2023545,4.3553027e+02,-2.6879974e+01,-2.2279999e+01
2023546,4.3815991e+02,-2.8110016e+01,-1.7429993e+01
2023547,3.9028003e+02,-3.9420013e+01,-5.6869995e+01
2023548,4.0663989e+02,-3.4869995e+01,-4.4609985e+01
2023549,4.2661011e+02,-3.1690002e+01,-3.4480011e+01
2023550,4.3012012e+02,-2.6709991e+01,-2.9389984e+01
2023551,4.3083008e+02,-2.5669983e+01,-2.8220001e+01
2023552,4.3322974e+02,-2.6850006e+01,-2.5649994e+01
2023553,4.3182983e+02,-2.6769989e+01,-2.5430023e+01
2023554,4.3374023e+02,-2.6910004e+01,-2.4340027e+01
2023555,4.3417993e+02,-2.7420013e+01,-2.1529999e+01
2023556,4.3722021e+02,-2.7649994e+01,-1.7229980e+01
2023557,3.8378979e+02,-4.0669983e+01,-5.7619995e+01
2023558,3.9974023e+02,-3.7899994e+01,-4.6610016e+01
2023559,4.2006006e+02,-3.1299988e+01,-3.5510010e+01
2023560,4.3446997e+02,-2.7910004e+01,-2.3570007e+01
2023561,4.3521021e+02,-2.6950012e+01,-2.2359985e+01
2023562,4.3302979e+02,-2.7070007e+01,-2.2279999e+01
2023563,4.3429980e+02,-2.6979980e+01,-2.2980011e+01
2023564,4.3314966e+02,-2.7019989e+01,-2.2540009e+01
2023565,4.3483008e+02,-2.7440002e+01,-2.1160004e+01
2023566,4.3573022e+02,-2.7869995e+01,-1.8190002e+01
2023567,3.7832983e+02,-4.1750000e+01,-6.1879974e+01
2023568,3.9572998e+02,-3.8320007e+01,-4.9970001e+01
2023569,4.1436011e+02,-3.3550018e+01,-3.9660004e+01
2023570,4.2926978e+02,-2.8519989e+01,-3.1339996e+01
2023571,4.3415015e+02,-2.8049988e+01,-2.1820007e+01
2023572,4.3496997e+02,-2.7350006e+01,-2.1980011e+01
2023573,4.3290015e+02,-2.6830017e+01,-2.2570007e+01
2023574,4.3316016e+02,-2.7410004e+01,-2.4360016e+01
2023575,4.3338013e+02,-2.7339996e+01,-2.1850006e+01
2023576,4.3492017e+02,-2.7959991e+01,-1.9899994e+01
2023577,4.0236987e+02,-3.7670013e+01,-5.5510010e+01
2023578,4.0826001e+02,-3.9800018e+01,-4.9359985e+01
2023579,4.1653027e+02,-3.7059998e+01,-4.2620026e+01
2023580,4.2238989e+02,-3.2450012e+01,-4.0489990e+01
2023581,4.2508984e+02,-2.9760010e+01,-3.9369995e+01
2023582,4.2835986e+02,-2.8660004e+01,-3.7529999e+01
2023583,4.3014014e+02,-2.7550018e+01,-3.2540009e+01
2023584,4.3519995e+02,-2.6520020e+01,-2.8039978e+01
2023585,4.3760986e+02,-2.7240021e+01,-2.2579987e+01
2023586,4.4219995e+02,-2.7430023e+01,-1.7480011e+01
2023587,4.1872021e+02,-4.8029999e+01,-5.9000000e+01
2023588,4.2160010e+02,-5.0269989e+01,-5.4919983e+01
2023589,4.2437988e+02,-4.7660004e+01,-4.9860016e+01
2023590,4.2859985e+02,-4.5170013e+01,-4.6070007e+01
2023591,4.3229980e+02,-3.7290009e+01,-4.3120026e+01
2023592,4.4090015e+02,-2.8000000e+01,-4.3830017e+01
2023593,4.4264990e+02,-2.3619995e+01,-3.9019989e+01
2023594,4.4721997e+02,-2.1300018e+01,-3.6789978e+01
2023595,4.4987988e+02,-2.1610016e+01,-3.2210022e+01
2023596,4.5415991e+02,-2.2609985e+01,-2.8359985e+01
2023597,4.4782007e+02,-2.5750000e+01,-2.2019989e+01
2023598,4.4490015e+02,-2.4410004e+01,-2.7359985e+01
2023599,4.4060010e+02,-2.5169983e+01,-3.1589996e+01
2023600,4.3832007e+02,-2.4690002e+01,-3.6609985e+01
2023601,4.3225977e+02,-2.8600006e+01,-3.8430023e+01
2023602,4.2750000e+02,-3.9020020e+01,-4.1519989e+01
2023603,4.2112988e+02,-4.5809998e+01,-4.3410004e+01
2023604,4.1879980e+02,-4.8150024e+01,-4.8180023e+01
2023605,4.1559985e+02,-4.9629974e+01,-5.3470001e+01
2023606,4.1254980e+02,-4.2489990e+01,-5.8710022e+01
2023607,4.4074023e+02,-2.8060028e+01,-1.2839996e+01
2023608,4.4297974e+02,-2.8389984e+01,-8.7999878e+00
2023609,4.4552026e+02,-2.8550018e+01,-3.9899902e+00
2023610,4.4784985e+02,-2.8709991e+01,5.1000977e-01
2023611,4.5108984e+02,-2.8179993e+01,6.9700012e+00
2023612,4.5617993e+02,-2.6630005e+01,1.6079987e+01
2023613,4.6259985e+02,-2.5950012e+01,2.6119995e+01
2023614,4.4442017e+02,-2.8549988e+01,-1.4080017e+01
2023615,4.4753027e+02,-2.8600006e+01,-9.6499939e+00
2023616,4.5059009e+02,-2.7949982e+01,-5.3800049e+00
2023617,4.5390967e+02,-2.8149994e+01,-5.2999878e-01
2023618,4.5654004e+02,-2.9730011e+01,3.5099792e+00
2023619,4.5911011e+02,-3.2540009e+01,8.0100098e+00
2023620,4.6369995e+02,-3.2589996e+01,1.3450012e+01
2023621,4.5811011e+02,-2.6690002e+01,-2.3500000e+01
2023622,4.6222021e+02,-3.0760010e+01,-1.8699982e+01
2023623,4.6616992e+02,-3.2579987e+01,-1.4160004e+01
2023624,4.7004004e+02,-3.6119995e+01,-9.1900024e+00
2023625,4.7356006e+02,-3.9899994e+01,-4.9000244e+00
2023626,4.7623999e+02,-4.3720001e+01,7.9986572e-02
2023627,4.7730005e+02,-4.6119995e+01,2.2200012e+00
2023628,4.5151001e+02,-2.7719971e+01,-1.7919983e+01
2023629,4.5478003e+02,-3.0059998e+01,-1.4309998e+01
2023630,4.5815991e+02,-3.0059998e+01,-9.7599792e+00
2023631,4.6144019e+02,-3.0989990e+01,-5.3300171e+00
2023632,4.6563013e+02,-3.7619995e+01,-1.8499756e+00
2023633,4.7122974e+02,-4.5630005e+01,-6.9976807e-02
2023634,4.7627979e+02,-5.2600006e+01,3.5100098e+00
2023635,2.5008008e+02,5.8829987e+01,-8.2000732e-01
2023636,2.7236035e+02,5.1660004e+01,-1.1209991e+01
2023637,2.9099023e+02,4.2940002e+01,-2.5910004e+01
2023638,2.9645996e+02,3.2690002e+01,-3.4720001e+01
2023639,3.0966016e+02,2.4859985e+01,-4.7670013e+01
2023640,3.1572998e+02,1.6950012e+01,-5.7339996e+01
2023641,3.2981982e+02,1.0399994e+01,-6.3600006e+01
2023642,2.5055957e+02,5.8320007e+01,-4.3997192e-01
2023643,2.7199023e+02,5.1130005e+01,-2.0160004e+01
2023644,2.7852002e+02,4.0619995e+01,-2.9470001e+01
2023645,2.8787988e+02,3.0790009e+01,-3.6270020e+01
2023646,2.9029004e+02,1.7820007e+01,-4.0250000e+01
2023647,3.0792969e+02,1.7129974e+01,-5.8419983e+01
2023648,3.1195996e+02,3.8399963e+00,-6.8279999e+01
2023649,2.4701025e+02,5.6220001e+01,-9.6499939e+00
2023650,2.6137988e+02,4.7360016e+01,-2.2730011e+01
2023651,2.7047998e+02,3.8570007e+01,-3.2160004e+01
2023652,2.7323975e+02,2.5619995e+01,-3.6500000e+01
2023653,2.8205029e+02,1.6559998e+01,-4.2110016e+01
2023654,2.8795020e+02,5.2900085e+00,-5.2699982e+01
2023655,3.0044043e+02,-7.7000122e+00,-5.4720001e+01
2023656,2.4600000e+02,5.2669983e+01,-1.3369995e+01
2023657,2.5445020e+02,4.6230011e+01,-2.9660004e+01
2023658,2.5779980e+02,3.2859985e+01,-3.3790009e+01
2023659,2.6471973e+02,2.4740021e+01,-4.0309998e+01
